scenario_id,target_name,pair_type,component_i,component_j,family_i,family_j,batch_i,batch_j,proxy_score,gate,attention,pair_strength,target_true
train_1,oxidation,zddp_detergent,Детергент_4,Противоизносная_присадка_8,Детергент,Противоизносная,nan,0186.22,0.12469112873077393,0.9073541760444641,0.051228735595941544,2.682533025741577,98.04
train_35,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,01936.22 (CCS 2700),0186.22,0.12384060025215149,0.23042207956314087,0.4865053594112396,1.10471773147583,106.86
train_36,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,01936.22 (CCS 2700),0186.22,0.12288086861371994,0.23077137768268585,0.4821452498435974,1.1043950319290161,103.54
train_8,oxidation,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_26,Базовое,Противоизносная,0766.24,COMP-2024-0017-M,0.12115328013896942,0.40770918130874634,0.26491791009902954,1.121691346168518,34.19
train_90,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.12069156765937805,0.11353286355733871,0.9109642505645752,1.166954755783081,134.43
train_94,oxidation,zddp_detergent,Детергент_12,Противоизносная_присадка_5,Детергент,Противоизносная,8476.23,02975.22,0.12025298178195953,0.8165087699890137,0.07409483939409256,1.987682580947876,10.22
train_113,oxidation,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,0.12017574161291122,0.23593243956565857,0.2618606686592102,1.9451758861541748,103.13
train_134,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.11980801075696945,0.43078336119651794,0.14300045371055603,1.9448652267456055,16.57
train_97,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,01198.23,0.11765055358409882,0.5789790749549866,0.10625550150871277,1.912404179573059,97.44
train_105,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.11748088896274567,0.8343832492828369,0.07210265100002289,1.9527668952941895,10.1
train_28,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,0285.22,0186.22,0.11692045629024506,0.19796088337898254,0.5010607242584229,1.1787474155426025,126.22
train_31,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,0285.22,0186.22,0.11651124060153961,0.19796088337898254,0.4993070363998413,1.1787474155426025,116.66
train_30,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,0285.22,0186.22,0.11651124060153961,0.19796088337898254,0.4993070363998413,1.1787474155426025,116.66
train_121,oxidation,ao_ao,Антиоксидант_10,Антиоксидант_3,Антиоксидант,Антиоксидант,4793.19,с ЦП 28.02.2024г,0.11512996256351471,0.4589914083480835,0.2049468606710434,1.2238904237747192,28.09
train_147,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,с ЦП 28.02.2024г,0.11400733143091202,0.5239198803901672,0.1773216277360916,1.227174162864685,16.13
train_29,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,0285.22,0186.22,0.11356813460588455,0.19796088337898254,0.4866943955421448,1.1787474155426025,119.83
train_27,oxidation,antiwear_ca_mg,Дисперсант_1,Противоизносная_присадка_8,Дисперсант,Противоизносная,03067.22,0186.22,0.11306872963905334,0.6245259642601013,0.11602257192134857,1.5604487657546997,97.77
train_113,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_5,Дисперсант,Противоизносная,01030.23,02975.22,0.11293448507785797,0.6682756543159485,0.13922856748104095,1.213787317276001,103.13
train_120,oxidation,ao_ao,Антиоксидант_10,Антиоксидант_3,Антиоксидант,Антиоксидант,4793.19,с ЦП 28.02.2024г,0.1126801073551178,0.4589914083480835,0.20058578252792358,1.2238904237747192,25.27
train_96,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,01198.23,0.11192769557237625,0.5789787173271179,0.10108700394630432,1.91240394115448,78.95
train_15,oxidation,ao_ao,Антиоксидант_13,Антиоксидант_7,Антиоксидант,Антиоксидант,02993.24,п.EQ2023082507,0.1107255220413208,0.22534485161304474,0.6667553782463074,0.7369424104690552,60.24
train_38,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,01936.22 (CCS 2700),0186.22,0.11014240235090256,0.23044370114803314,0.4326692223548889,1.104672908782959,73.21
train_39,oxidation,antiwear_ca_mg,Базовое_масло_10,Противоизносная_присадка_8,Базовое,Противоизносная,01936.22 (CCS 2700),0186.22,0.10945085436105728,0.23079489171504974,0.4293181002140045,1.1046222448349,96.16
train_95,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,01198.23,0.10891636461019516,0.4909381568431854,0.1344113051891327,1.650557041168213,88.19
train_131,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,01029/23,0.10887981951236725,0.522760808467865,0.12312515825033188,1.6915996074676514,41.28
train_127,oxidation,zddp_detergent,Детергент_3,Противоизносная_присадка_7,Детергент,Противоизносная,01714.24,02359.22,0.10886671394109726,0.9749875068664551,0.025647301226854324,4.353658676147461,24.4
train_87,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_7,Детергент,Противоизносная,0432.25,02359.22,0.10708611458539963,0.9837327599525452,0.021932875737547874,4.963184833526611,52.1
train_82,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.10686667263507843,0.10597672313451767,0.8845438361167908,1.1400198936462402,103.1
train_16,oxidation,ao_ao,Антиоксидант_13,Антиоксидант_7,Антиоксидант,Антиоксидант,02993.24,п.EQ2023082507,0.1065823882818222,0.2202511727809906,0.659217357635498,0.7340718507766724,68.26
train_128,oxidation,ao_ao,Антиоксидант_10,Антиоксидант_3,Антиоксидант,Антиоксидант,4793.19,01198.23,0.10644353926181793,0.5441679954528809,0.1525598168373108,1.282171607017517,15.94
train_120,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.10561875998973846,0.267315149307251,0.2323247492313385,1.700677752494812,25.27
train_84,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.10431305319070816,0.0991855338215828,0.8902750015258789,1.1813161373138428,87.72
train_88,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.1040739193558693,0.6156405210494995,0.17109625041484833,0.9880393147468567,129.68
train_137,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,01030.23,01296.23,0.10383632779121399,0.7047773003578186,0.10681605339050293,1.3793067932128906,5.61
train_142,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,с ЦП 28.02.2024г,0.10378789156675339,0.45802006125450134,0.17757712304592133,1.2760720252990723,93.48
train_155,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.10304102301597595,0.16531409323215485,0.2891676723957062,2.155512571334839,61.83
train_101,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01196.25 для SL,01194.25 для SL,0.10173739492893219,0.233174666762352,0.21525952219963074,2.026921272277832,126.73
train_119,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.10078530013561249,0.8327099084854126,0.06545689702033997,1.8490474224090576,12.88
train_108,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.10078530013561249,0.8327099084854126,0.06545689702033997,1.8490474224090576,11.28
train_72,oxidation,zn_dispersant,Дисперсант_12,Дисперсант_2,Дисперсант,Дисперсант,02689.24,01025.23,0.10053879022598267,0.6311415433883667,0.13294929265975952,1.198176622390747,12.53
train_121,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.10015667974948883,0.2806892693042755,0.22712548077106476,1.5710437297821045,28.09
train_107,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.0995943620800972,0.0963970422744751,0.8862155675888062,1.1658204793930054,95.47
train_118,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.0995943620800972,0.0963970422744751,0.8862155675888062,1.1658204793930054,103.98
train_69,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,01030.23,0812.24,0.09922032803297043,0.5839707851409912,0.1292213499546051,1.3148471117019653,11.28
train_68,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,П-23-035,0812.24,0.09904351085424423,0.5869457125663757,0.1285037100315094,1.3131442070007324,12.61
train_104,oxidation,zddp_detergent,Детергент_3,Противоизносная_присадка_5,Детергент,Противоизносная,48670.24,02975.22,0.09757557511329651,0.6679801940917969,0.06580973416566849,2.2196648120880127,11.48
train_112,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_5,Дисперсант,Противоизносная,01030.23,02975.22,0.09755676984786987,0.7261878252029419,0.12925943732261658,1.0393126010894775,88.46
train_156,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.09745446592569351,0.14249847829341888,0.28927409648895264,2.364187717437744,45.2
train_86,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.09671145677566528,0.0902678593993187,0.8899420499801636,1.2038795948028564,61.15
train_115,oxidation,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.09671145677566528,0.0902678593993187,0.8899420499801636,1.2038795948028564,53.59
train_116,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.09623932093381882,0.8327099084854126,0.06250442564487457,1.8490474224090576,15.78
train_132,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.09598040580749512,0.325158029794693,0.17747749388217926,1.6632012128829956,17.37
train_158,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.09551812708377838,0.14190424978733063,0.28464674949645996,2.364744186401367,47.24
train_88,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_2,Антиоксидант,Антиоксидант,01196.25 для SL,01623.24,0.09375746548175812,0.08237144351005554,0.8289037346839905,1.373172402381897,129.68
train_129,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.0935293510556221,0.2926342189311981,0.2100323587656021,1.5217264890670776,15.81
train_112,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_5,Дисперсант,Противоизносная,01025.23,02975.22,0.09237374365329742,0.3224186599254608,0.28045156598091125,1.0215755701065063,88.46
train_4,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,с ЦП 28.02.2024г,0.09228722006082535,0.41824468970298767,0.20188233256340027,1.0929814577102661,37.95
train_99,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_21,Дисперсант,Противоизносная,01030.23,01578.24,0.09214630722999573,0.8342361450195312,0.1004369780421257,1.0997533798217773,96.92
train_142,oxidation,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,0.09119958430528641,0.5383193492889404,0.1235014870762825,1.3717681169509888,93.48
train_18,oxidation,zddp_detergent,Детергент_9,Противоизносная_присадка_11,Детергент,Противоизносная,01020.25,0242.25,0.0891042947769165,0.38821130990982056,0.2990891635417938,0.7674140930175781,39.15
train_100,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01021.25,0.08713707327842712,0.11489971727132797,0.4233059883117676,1.7915527820587158,105.26
train_5,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,01028.23,с ЦП 28.02.2024г,0.08694557100534439,0.41818323731422424,0.19024263322353363,1.0928813219070435,34.9
train_109,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_5,Дисперсант,Противоизносная,01025.23,02975.22,0.08664684742689133,0.29686522483825684,0.28163954615592957,1.0363341569900513,92.78
train_64,oxidation,ao_ao,Антиоксидант_10,Антиоксидант_4,Антиоксидант,Антиоксидант,4793.19,01050.22,0.08584418892860413,0.26402387022972107,0.2587047517299652,1.256791591644287,27.94
train_138,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,01030.23,01296.23,0.0854499563574791,0.5758704543113708,0.10875959694385529,1.3643301725387573,16.45
train_127,oxidation,ao_mo,Антиоксидант_8,Соединение_молибдена_1,Антиоксидант,Соединение,COMP-2024-0009-M,COMP-2023-0003-M,0.0842585563659668,0.5909585952758789,0.06205122917890549,2.2977700233459473,24.4
train_150,oxidation,ao_mo,Антиоксидант_3,Соединение_молибдена_1,Антиоксидант,Соединение,с ЦП 28.02.2024г,COMP-2023-0003-M,0.0838293731212616,0.29893672466278076,0.22138796746730804,1.2666683197021484,17.0
train_144,oxidation,ao_mo,Антиоксидант_3,Соединение_молибдена_1,Антиоксидант,Соединение,с ЦП 28.02.2024г,COMP-2023-0003-M,0.0838293731212616,0.29893672466278076,0.22138796746730804,1.2666683197021484,17.01
train_75,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_11,Дисперсант,Противоизносная,01030.23,0242.25,0.08086849749088287,0.7186734080314636,0.09102078527212143,1.2362525463104248,22.0
train_153,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_2,Дисперсант,Противоизносная,01025.23,01026.23,0.08033811300992966,0.12090250104665756,0.28159409761428833,2.3597326278686523,45.93
train_126,oxidation,ao_mo,Антиоксидант_8,Соединение_молибдена_1,Антиоксидант,Соединение,COMP-2024-0009-M,COMP-2023-0003-M,0.07807652652263641,0.5730766654014587,0.06391648203134537,2.131546974182129,85.72
train_27,oxidation,zddp_detergent,Детергент_2,Противоизносная_присадка_8,Детергент,Противоизносная,02957.22,0186.22,0.07699820399284363,0.9670678973197937,0.017207754775881767,4.6269989013671875,97.77
train_78,oxidation,ao_ao,Антиоксидант_1,Антиоксидант_3,Антиоксидант,Антиоксидант,02717.22,03341.22,0.07649323344230652,0.5116914510726929,0.1036691963672638,1.4419995546340942,77.0
train_72,oxidation,zn_dispersant,Дисперсант_12,Противоизносная_присадка_1,Дисперсант,Противоизносная,02689.24,0812.24,0.07626867294311523,0.5382871031761169,0.12261795997619629,1.1555217504501343,12.53
train_125,oxidation,zddp_detergent,Детергент_11,Противоизносная_присадка_7,Детергент,Противоизносная,COMP-2025-0018-M,02359.22,0.0755271390080452,0.9748749732971191,0.011892336420714855,6.514587879180908,148.95
train_6,oxidation,antiwear_ca_mg,Дисперсант_1,Противоизносная_присадка_27,Дисперсант,Противоизносная,03067.22,01363.24,0.07545457780361176,0.35532963275909424,0.24944594502449036,0.8512903451919556,32.12
train_148,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,01030.23,0812.24,0.07480455935001373,0.5908951759338379,0.09277631342411041,1.364521861076355,22.21
train_50,oxidation,zddp_detergent,Детергент_9,Противоизносная_присадка_11,Детергент,Противоизносная,0241.25,0242.25,0.07448100298643112,0.4177963435649872,0.23932568728923798,0.7448890209197998,66.03
train_161,oxidation,zn_dispersant,Дисперсант_3,Противоизносная_присадка_1,Дисперсант,Противоизносная,01030.23,0812.24,0.07419364154338837,0.5325431227684021,0.10656950622797012,1.3073111772537231,42.16
train_8,oxidation,antiwear_ca_mg,Дисперсант_1,Противоизносная_присадка_26,Дисперсант,Противоизносная,03067.22,COMP-2024-0017-M,0.07073363661766052,0.39466363191604614,0.18023407459259033,0.9944019913673401,34.19
train_82,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_5,Детергент,Противоизносная,0432.25,02975.22,0.0703444704413414,0.6307094097137451,0.11545613408088684,0.9660145044326782,103.1
train_147,oxidation,ao_mo,Антиоксидант_3,Соединение_молибдена_1,Антиоксидант,Соединение,с ЦП 28.02.2024г,COMP-2023-0003-M,0.07021420449018478,0.3091292381286621,0.16409055888652802,1.384207844734192,16.13
train_2,oxidation,zddp_detergent,Детергент_1,Противоизносная_присадка_8,Детергент,Противоизносная,0174.22,0186.22,0.07021066546440125,0.9863296151161194,0.01229208242148161,5.791026592254639,112.37
train_113,oxidation,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_5,Дисперсант,Противоизносная,01025.23,02975.22,0.0701250210404396,0.24932131171226501,0.27393561601638794,1.026750922203064,103.13
train_21,oxidation,zddp_detergent,Детергент_4,Противоизносная_присадка_8,Детергент,Противоизносная,0338.22,0186.22,0.06993434578180313,0.8812395334243774,0.03194291517138481,2.484402894973755,66.79
train_70,oxidation,ao_mo,Антиоксидант_9,Соединение_молибдена_1,Антиоксидант,Соединение,03606.23(2023101002),COMP-2023-0003-M,0.06940115988254547,0.24557849764823914,0.21586483716964722,1.3091652393341064,10.78
