scenario_id,target_name,pair_type,component_i,component_j,family_i,family_j,batch_i,batch_j,proxy_score,gate,attention,pair_strength,target_true
train_9,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_25,Базовое,Противоизносная,0886.24,COMP-2024-0018-M,0.8463444113731384,0.9048834443092346,0.20047885179519653,4.66536808013916,-19.54
train_42,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.8453094363212585,0.8794320821762085,0.20720519125461578,4.638876438140869,-4.77
train_96,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_2,Базовое,Противоизносная,03003.23,01026.23,0.8433262705802917,0.6901753544807434,0.3125424385070801,3.9095537662506104,1.86
train_11,viscosity,zddp_detergent,Детергент_1,Противоизносная_присадка_2,Детергент,Противоизносная,03052.24,от 28.12.24,0.8431967496871948,0.4328545928001404,1.0,1.9479907751083374,-15.32
train_23,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.840511679649353,0.8807114362716675,0.20764362812042236,4.596121788024902,-9.94
train_85,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.8054788708686829,0.2736281454563141,0.9849901795387268,2.9885566234588623,226.28
train_114,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.8054788708686829,0.2736281454563141,0.9849901795387268,2.9885566234588623,63.8
train_78,viscosity,antiwear_ca_mg,Базовое_масло_11,Противоизносная_присадка_1,Базовое,Противоизносная,0879.23,02958.22,0.7949865460395813,0.7784055471420288,0.3228595554828644,3.1632986068725586,-0.74
train_6,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_27,Базовое,Противоизносная,0766.24,01363.24,0.7771876454353333,0.7989374399185181,0.20966704189777374,4.639625549316406,-17.83
train_57,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.769620954990387,0.7159746885299683,0.28573930263519287,3.7619171142578125,-11.27
train_63,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7656081914901733,0.7159746885299683,0.284249484539032,3.7619171142578125,-8.37
train_56,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7582285404205322,0.7145673632621765,0.2814446687698364,3.7701961994171143,-12.46
train_60,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7523589730262756,0.7145673632621765,0.2792659401893616,3.7701961994171143,-11.57
train_58,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7481498122215271,0.7145673632621765,0.27770355343818665,3.7701961994171143,-10.34
train_94,viscosity,zddp_detergent,Детергент_12,Противоизносная_присадка_5,Детергент,Противоизносная,8476.23,02975.22,0.743242621421814,0.9139528274536133,0.19264966249465942,4.221225738525391,-13.31
train_59,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7429977655410767,0.7145673632621765,0.2757911682128906,3.7701961994171143,-11.63
train_64,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.7360854148864746,0.7298418879508972,0.27358129620552063,3.6864898204803467,-9.63
train_155,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_2,Базовое,Противоизносная,0766.24,01026.23,0.7275593876838684,0.19293253123760223,0.7365776300430298,5.119699478149414,36.3
train_125,viscosity,zn_dispersant,Дисперсант_3,Противоизносная_присадка_7,Дисперсант,Противоизносная,01030.23,02359.22,0.7241593599319458,0.9310568571090698,0.29384997487068176,2.6468679904937744,64.3
train_81,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.7227411866188049,0.3065323829650879,0.9831486940383911,2.398210048675537,320.67
train_79,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_28,Базовое,Противоизносная,0886.24,0784.24,0.7180498838424683,0.9036086201667786,0.1809149980545044,4.392377853393555,-21.6
train_20,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_8,Базовое,Противоизносная,0415.22,0186.22,0.7166516184806824,0.34668752551078796,0.8078499436378479,2.55881667137146,-17.51
train_71,viscosity,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_1,Дисперсант,Противоизносная,01025.23,0812.24,0.7161473035812378,0.5724818706512451,0.494276762008667,2.5308732986450195,-26.04
train_129,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_2,Базовое,Противоизносная,03003.23,01026.23,0.7097490429878235,0.887471616268158,0.176061749458313,4.5423994064331055,-23.13
train_92,viscosity,zddp_detergent,Детергент_11,Противоизносная_присадка_7,Детергент,Противоизносная,COMP-2025-0018-M,02359.22,0.705141544342041,0.9083660840988159,0.14103765785694122,5.504024028778076,-20.71
train_98,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_1,Базовое,Противоизносная,0766.24,01296.23,0.7014920711517334,0.6942812204360962,0.21947427093982697,4.603665351867676,11.52
train_34,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,01940.22,02028.22,0.6960684061050415,0.7510650753974915,0.1854325383901596,4.997910022735596,-9.77
train_32,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,01940.22,02028.22,0.6960684061050415,0.7510650753974915,0.1854325383901596,4.997910022735596,-9.77
train_33,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,01940.22,02028.22,0.6960684061050415,0.7510650753974915,0.1854325383901596,4.997910022735596,-9.77
train_67,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,02596.22,02958.22,0.6957194805145264,0.7088622450828552,0.2594437599182129,3.7829368114471436,-9.08
train_98,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_1,Базовое,Противоизносная,0766.24,01296.23,0.6919247508049011,0.7001193761825562,0.21501179039478302,4.596470832824707,11.52
train_128,viscosity,antiwear_ca_mg,Базовое_масло_3,Противоизносная_присадка_2,Базовое,Противоизносная,03003.23,01026.23,0.6869601011276245,0.8950485587120056,0.17393645644187927,4.412597179412842,-23.02
train_78,viscosity,antiwear_ca_mg,Базовое_масло_7,Противоизносная_присадка_1,Базовое,Противоизносная,0575.23,02958.22,0.6849921345710754,0.6973581910133362,0.24212191998958588,4.056911945343018,-0.74
train_122,viscosity,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_7,Дисперсант,Противоизносная,01025.23,02359.22,0.6800566911697388,0.5375761389732361,0.2330685257911682,5.427771091461182,12.58
train_3,viscosity,antiwear_ca_mg,Базовое_масло_1,Противоизносная_присадка_1,Базовое,Противоизносная,0766.24,01296.23,0.6675779819488525,0.694218099117279,0.22346751391887665,4.303201198577881,-20.3
train_166,viscosity,antiwear_ca_mg,Базовое_масло_9,Противоизносная_присадка_3,Базовое,Противоизносная,0768.24,041.25,0.6550469398498535,0.5137843489646912,0.5888573527336121,2.1651172637939453,67.5
train_24,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.6454609036445618,0.7390193939208984,0.17943474650382996,4.867517948150635,-19.12
train_83,viscosity,ao_mo,Антиоксидант_2,Соединение_молибдена_1,Антиоксидант,Соединение,01623.24,COMP-2023-0003-M,0.6407862901687622,0.21778973937034607,0.9835823774337769,2.991335153579712,251.19
train_78,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_1,Базовое,Противоизносная,071.23,02958.22,0.6161869168281555,0.7118074297904968,0.22136422991752625,3.9105920791625977,-0.74
train_24,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.6027586460113525,0.7267702221870422,0.1711014062166214,4.847220420837402,-19.12
train_25,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.5944502949714661,0.7393732666969299,0.1652298867702484,4.86590051651001,-11.39
train_22,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.5940409898757935,0.7375344634056091,0.16523173451423645,4.8746185302734375,-9.85
train_14,viscosity,zn_dispersant,Дисперсант_3,Противоизносная_присадка_2,Дисперсант,Противоизносная,01030.23,01026.23,0.5907981395721436,0.641008734703064,0.38358551263809204,2.4027743339538574,-30.7
train_137,viscosity,zn_dispersant,Дисперсант_2,Дисперсант_3,Дисперсант,Дисперсант,01025.23,01030.23,0.5892318487167358,0.6575214862823486,0.23006457090377808,3.8951706886291504,-27.13
train_7,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_18,Базовое,Противоизносная,0407.24,01872.24,0.5889080762863159,0.8378191590309143,0.21419282257556915,3.2816503047943115,-18.1
train_127,viscosity,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_7,Дисперсант,Противоизносная,01025.23,02359.22,0.588731586933136,0.620882511138916,0.1931591033935547,4.90899658203125,30.3
train_124,viscosity,antiwear_ca_mg,Дисперсант_2,Противоизносная_присадка_7,Дисперсант,Противоизносная,01025.23,02359.22,0.5813599824905396,0.5368456840515137,0.20699083805084229,5.231720447540283,9.99
train_41,viscosity,antiwear_ca_mg,Базовое_масло_2,Противоизносная_присадка_10,Базовое,Противоизносная,02596.22,02028.22,0.5638561248779297,0.7382916212081909,0.15942543745040894,4.790521144866943,-12.6
