scenario_id,target_viscosity_delta_pct,temperature_c,time_h,biofuel_pct,catalyst_category,severity_exp,temperature_x_time,temperature_x_biofuel,severity_x_biofuel,severity_x_catalyst,regime_load,nl__temperature_centered,nl__temperature_centered_sq,nl__time_log1p,nl__biofuel_sq,nl__severity_log1p,nl__severity_sq_scaled,nl__regime_load_log1p,nl__catalyst_x_biofuel_sq,base_oil__kv40__wm,base_oil__kv100__wm,base_oil__ccs_m35__wm,base_oil__pour_point_c__max,catcount__base_oil__группа_по_api__1,textnum__base_oil__происхождение__origin_is_mineral__wm,base_oil_visc_ratio,nl__baseoil_visc_ratio_sq,nl__ccs_x_temp,family_total_dose__antiwear,antiwear__sulfur_pct__wm,antiwear__chain_length__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_secondary__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_mixed__wm,interaction__biofuel_x_zddp,antiwear_severity,nl__zddp_bio_log1p,nl__antiwear_x_biofuel,nl__antiwear_x_temp,nl__sulfur_x_chain,antioxidant__ionization_ev__wm
train_108,11.68,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,5.2017722073575765,27.058434097237715,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,42893.31295533384,6.489937185957795,657.482,939.26,396.55200000000013,6.5
train_109,178.68,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,4.854308244678515,23.56430853435381,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,15779.568,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_11,-15.32,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,27.87025387341957,5.208425555433751,,-19.0,0.0,0.0,5.350993995554684,28.63313674046228,,31.092,15.0,20.0,0.0,0.0,0.0,14198.825526555367,0.0,0.0,310.91999999999996,300.0,7.18
train_110,775.51,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,4.854308244678515,23.56430853435381,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,20288.016,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_111,12.98,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,4.854308244678515,23.56430853435381,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,42893.31295533384,6.489937185957795,657.482,939.26,396.55200000000013,6.5
train_112,65.88,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,19.586834664849427,3.651822799615286,,-23.0,0.0,0.0,5.363577517209452,28.767963783114713,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,15779.568,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_113,176.84,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,19.586834664849427,3.651822799615286,,-23.0,0.0,0.0,5.363577517209452,28.767963783114713,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,20288.016,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_114,63.8,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,5.594828164712447,31.302102192659646,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,15779.568,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_115,177.56,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,5.594828164712447,31.302102192659646,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,20288.016,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_116,12.8,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,5.594828164712447,31.302102192659646,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,42893.31295533384,6.489937185957795,657.482,939.26,396.55200000000013,6.5
train_117,482.89,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,5.2017722073575765,27.058434097237715,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,15779.568,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_118,754.93,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,5.2017722073575765,27.058434097237715,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,20288.016,6.489937185957795,657.482,0.0,396.55200000000013,6.5
train_119,11.5,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,5.2017722073575765,27.058434097237715,,93.926,15.990000000000002,24.800000000000004,0.0,1.0,657.482,42893.31295533384,6.489937185957795,657.482,939.26,396.55200000000013,6.5
train_12,-31.67,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,27.87025387341957,5.208425555433751,,-19.0,0.0,0.0,5.350993995554684,28.63313674046228,,31.092,19.0,,0.0,0.0,0.0,14198.825526555367,0.0,0.0,310.91999999999996,,7.18
train_120,78.94,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,17.1209433514694,3.665582227911968,4484.605245231608,0.0,0.0,0.0,4.670729583175121,21.81571483914724,44846.05245231608,12.766,16.58,20.0,0.0,0.0,63.83,5829.866418114173,4.171768459186905,63.83,127.66,331.59999999999997,7.180000000000001
train_121,47.13,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,16.89056950679697,3.6297018452853615,4489.074103334835,0.0,0.0,0.0,4.653431666497958,21.65442627476596,44890.74103334835,12.766,16.58,20.0,0.0,0.0,63.83,5829.866418114173,4.171768459186905,63.83,127.66,331.59999999999997,7.180000000000001
train_122,12.58,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,17.544730621392098,3.7302463643428063,4490.572352535797,0.0,0.0,0.0,4.703370476840642,22.12169384241617,44905.72352535797,12.766,,,,,63.83,5829.866418114173,4.171768459186905,63.83,127.66,,7.179999999999999
train_123,5.77,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,17.554911135882136,3.7318348034396336,4490.352562504134,0.0,0.0,0.0,4.704096526379401,22.12852412949475,44903.52562504134,12.766,,,,,63.83,5829.866418114173,4.171768459186905,63.83,127.66,,7.179999999999999
train_124,9.99,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,16.902688836366067,3.63007026085315,4505.380255681817,0.0,0.0,0.0,4.65629798371824,21.681110913178543,45053.80255681818,12.766,,,,,63.83,5829.866418114173,4.171768459186905,63.83,127.66,,7.179999999999999
train_125,64.3,154.0,216.0,7.0,1.0,322.2341346905144,33264.0,1078.0,2255.6389428336006,322.2341346905144,547.7980289738745,4.0,0.16000000000000003,5.37989735354046,0.48999999999999994,5.778376935830349,0.10383483755974456,6.307730484885318,0.48999999999999994,16.298836072448953,3.535852690624098,4521.246995495991,0.0,0.0,0.0,4.609591376831967,21.248332661363634,18084.987981983963,12.766,,,,,89.362,4113.640963459106,4.503823825042328,89.362,51.064,,7.179999999999999
train_126,37.1,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,16.298836072448953,3.535852690624098,4521.246995495991,0.0,0.0,0.0,4.609591376831967,21.248332661363634,45212.4699549599,12.766,,,,,63.83,5829.866418114173,4.171768459186905,63.83,127.66,,7.179999999999999
train_127,30.3,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,16.298836072448953,3.535852690624098,4521.246995495991,0.0,0.0,0.0,4.609591376831967,21.248332661363634,45212.4699549599,12.766,,,,,0.0,5829.866418114173,0.0,0.0,127.66,,7.179999999999999
train_128,-23.02,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,17.605368572169855,3.5986000172965498,3174.124948842505,-18.0,0.0,0.0,4.892282689809994,23.93442991701451,31741.249488425052,12.766,16.58,20.0,0.0,0.0,0.0,5829.866418114173,0.0,0.0,127.66,331.59999999999997,7.18
train_129,-23.13,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,17.53687378810989,3.5862006697172104,3155.14078992476,-18.0,0.0,0.0,4.890098297118649,23.91306135548271,31551.407899247602,12.766,16.58,20.0,0.0,0.0,0.0,5829.866418114173,0.0,0.0,127.66,331.59999999999997,7.18
train_13,-31.73,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,27.87025387341957,5.208425555433751,,-19.0,0.0,0.0,5.350993995554684,28.63313674046228,,31.092,,,,,0.0,14198.825526555367,0.0,0.0,310.91999999999996,,7.18
train_130,15.22,150.0,216.0,0.0,1.0,216.0,32400.0,0.0,0.0,216.0,216.0,0.0,0.0,5.37989735354046,0.0,5.37989735354046,0.046655999999999996,5.37989735354046,0.0,17.31673594141365,3.652951615859247,4620.384663477702,-20.0,0.0,0.0,4.74047777316109,22.47212951783433,0.0,12.766,16.58,20.0,0.0,0.0,0.0,2757.456,0.0,0.0,0.0,331.59999999999997,7.180000000000001
train_131,0.2,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,26.15754180348405,4.532368358586858,509.7170494245517,-16.0,1.0,0.1583784995582281,5.771274471530307,33.30760902573742,5097.170494245517,26.586,17.6,,1.0,0.0,0.0,12141.064436157243,0.0,0.0,265.86,,7.179999999999999
train_132,14.15,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.19401532494336,4.020684729619131,,-25.0,0.0,0.0,5.271245260493482,27.786026596275,,92.202,17.31400793909026,20.0,0.7196156265590767,0.0,0.0,42106.01155279359,0.0,0.0,922.02,346.2801587818052,6.512035903028269
train_133,16.5,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.164007118511147,4.011415528006515,,-25.0,0.0,0.0,5.275944855562909,27.83559411894073,,81.319,17.6,,1.0,0.0,0.0,37136.05728142147,0.0,0.0,813.19,,7.179999999999999
train_134,-18.6,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,20.868361357695,3.920093836751496,,-25.0,0.0,0.0,5.3234341387573,28.338951029686672,,158.552,17.173155810081237,20.0,0.5815253040012109,0.0,0.0,72406.15543826087,0.0,0.0,1585.52,343.46311620162476,7.0639419622361
train_135,16.21,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.08371537564236,3.986614300576941,,-25.0,0.0,0.0,5.288626836208142,27.96957381266094,,92.202,17.31400793909026,20.0,0.7196156265590767,0.0,0.0,42106.01155279359,0.0,0.0,922.02,346.2801587818052,7.0031765946816185
train_136,15.76,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.19401532494336,4.020684729619131,,-25.0,0.0,0.0,5.271245260493482,27.786026596275,,92.202,17.31400793909026,20.0,0.7196156265590767,0.0,0.0,42106.01155279359,0.0,0.0,922.02,346.2801587818052,7.003425580982792
train_137,-27.13,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.84334276798941,4.476501276515271,3021.0,-21.0,0.0,0.0,4.8795569170469095,23.81007570670034,30210.0,90.699,17.6,,1.0,0.0,0.0,41419.63451798036,0.0,0.0,906.99,,7.18
train_138,-26.8,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,21.38584574118123,4.494619970646288,3021.0,-21.0,0.0,0.0,4.758098767159202,22.63950387804192,30210.0,26.586,17.6,,1.0,0.0,0.0,12141.064436157243,0.0,0.0,265.86,,7.18
train_139,2.68,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,32.3362109451941,5.127478083634733,30096.149824759486,-15.0,2.0,0.3144366830426852,6.306455223748478,39.77137748914447,300961.49824759486,31.092,,,,,155.45999999999998,14198.825526555367,5.052800386256934,155.45999999999998,310.91999999999996,,7.179999999999999
train_14,-30.7,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,26.361482286158367,4.715751773073609,,-18.0,0.0,0.0,5.590091157189263,31.24911914568559,,93.926,16.58,20.0,0.0,0.0,0.0,42893.31295533384,0.0,0.0,939.26,331.59999999999997,7.179999999999999
train_140,20.06,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,33.53791372233507,5.349979112467756,32457.332791875862,-15.0,2.0,0.3384796970976276,6.268793394758735,39.29777062617074,324573.3279187586,31.092,,,,,155.45999999999998,14198.825526555367,5.052800386256934,155.45999999999998,310.91999999999996,,7.179999999999999
train_141,2.72,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,38.16183168993116,5.568619437098271,38259.65851103552,-15.0,2.0,0.3690561675744785,6.853014848832398,46.96381251831733,382596.5851103552,31.092,,,,,155.45999999999998,14198.825526555367,5.052800386256934,155.45999999999998,310.91999999999996,,7.179999999999999
train_142,48.9,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,26.6854621574336,4.45974808286558,4719.0,-15.0,2.0,0.2076107916364474,5.98362545632556,35.803773601587274,47190.0,93.926,16.58,20.0,0.0,0.0,0.0,42893.31295533384,0.0,0.0,939.26,331.59999999999997,7.18
train_143,7.1,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,36.55924452897416,6.066642896694513,,-19.0,0.0,0.0,6.026272709886044,36.315962773917285,,54.926,,,,,0.0,25083.13041527017,0.0,0.0,549.26,,
train_144,4.7,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,26.167921345437787,4.905331948295159,,-19.0,0.0,0.0,5.334587265706332,28.457821295436155,,54.926,,,,,0.0,25083.13041527017,0.0,0.0,549.26,,7.179999999999999
train_145,3.74,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,39.87413018792408,5.916885290914676,,-15.0,2.0,0.655821551234677,6.739040597787225,45.4146681786244,,15.837,,,,,0.0,7232.304125307391,0.0,0.0,158.37,,
train_146,13.93,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,39.66928652849272,5.900987045061835,,-15.0,2.0,0.665474004179596,6.72248324315327,45.19178095447651,,14.449,,,,,0.0,6598.444295419997,0.0,0.0,144.49,,
train_147,10.1,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,35.39089373946592,5.969663748630168,,-19.0,0.0,0.0,5.928456815944937,35.14660021852398,,26.586,17.6,,1.0,0.0,0.0,12141.064436157243,0.0,0.0,265.86,,7.180000000000001
train_148,11.04,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,32.18777956215439,5.634816357346667,,-19.0,0.0,0.0,5.712303209347365,32.630407955520205,,31.092,17.6,,1.0,0.0,0.0,14198.825526555367,0.0,0.0,310.91999999999996,,7.18
train_149,12.45,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,29.43258437619933,5.270183358793561,,-19.0,0.0,0.0,5.584736312274526,31.189279677637668,,54.926,,,,,0.0,25083.13041527017,0.0,0.0,549.26,,
train_15,-29.38,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,26.361482286158367,4.715751773073609,,-18.0,0.0,0.0,5.590091157189263,31.24911914568559,,93.926,16.58,20.0,0.0,0.0,0.0,42893.31295533384,0.0,0.0,939.26,331.59999999999997,7.001519372798545
train_150,11.1,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,33.33684394455539,5.706514642311758,,-19.0,0.0,0.0,5.841892299263487,34.12770563619404,,54.926,,,,,0.0,25083.13041527017,0.0,0.0,549.26,,7.179999999999999
