scenario_id,target_oxidation_acm,temperature_c,time_h,biofuel_pct,catalyst_category,severity_exp,temperature_x_time,temperature_x_biofuel,severity_x_biofuel,severity_x_catalyst,regime_load,nl__temperature_centered,nl__temperature_centered_sq,nl__time_log1p,nl__biofuel_sq,nl__severity_log1p,nl__severity_sq_scaled,nl__regime_load_log1p,nl__catalyst_x_biofuel_sq,textnum__antioxidant__тип_ао__ao_type_is_phenol__wm,textnum__antioxidant__тип_ао__ao_type_is_diphenylamine__wm,antioxidant__ionization_ev__wm,antioxidant__bde_xh_kcal__wm,antioxidant_balance,nl__phenol_x_severity,nl__dpa_x_severity,nl__antioxidant_energy,nl__antioxidant_balance_abs,detergent__tbn_astm__wm,nl__tbn_x_biofuel,interaction__biofuel_x_zddp,antiwear__sulfur_pct__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_secondary__wm,base_oil__ccs_m35__wm,base_oil__pour_point_c__max,base_oil_visc_ratio,nl__baseoil_visc_ratio_sq,nl__ccs_x_temp
train_111,8.58,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,456.6713471811196,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,4.854308244678515,23.56430853435381,
train_112,88.46,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,168.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.363577517209452,28.767963783114713,
train_113,103.13,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,216.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.363577517209452,28.767963783114713,
train_114,45.59,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,168.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.594828164712447,31.302102192659646,
train_115,53.59,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,216.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.594828164712447,31.302102192659646,
train_116,15.78,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,456.6713471811196,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.594828164712447,31.302102192659646,
train_117,91.23,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,1176.0,168.0,285.6,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,5.6580875153940715,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,168.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.2017722073575765,27.058434097237715,
train_118,103.98,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,1512.0,216.0,367.2,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,5.908626268798978,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,216.0,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.2017722073575765,27.058434097237715,
train_119,12.88,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,3196.699430267837,456.6713471811196,776.3412902079033,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.655879494866398,0.48999999999999994,0.0,1.0,6.5,372.38,-1.0,0.0,456.6713471811196,2420.47,1.0,410.9,2876.2999999999997,657.482,15.990000000000002,0.0,,-23.0,5.2017722073575765,27.058434097237715,
train_12,83.37,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0,1.0,7.18,361.94,-1.0,0.0,456.6713471811196,2598.7291999999998,1.0,377.7,0.0,0.0,19.0,0.0,,-19.0,5.350993995554684,28.63313674046228,
train_120,25.27,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.6879145587408656,0.3120854412591343,7.180000000000001,357.2965767284992,0.3758291174817313,314.1508682856965,142.52047889542303,2565.3894209106243,0.3758291174817313,199.2866181192546,996.433090596273,63.83,16.58,0.0,4484.605245231608,0.0,4.670729583175121,21.81571483914724,44846.05245231608
train_121,28.09,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.6879145587408656,0.3120854412591343,7.180000000000001,357.2965767284992,0.3758291174817313,314.1508682856965,142.52047889542303,2565.3894209106243,0.3758291174817313,199.2866181192546,996.433090596273,63.83,16.58,0.0,4489.074103334835,0.0,4.653431666497958,21.65442627476596,44890.74103334835
train_122,69.1,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.3951383896477354,0.6048616103522645,7.179999999999999,359.2728158698778,-0.2097232207045291,180.44838072340949,276.2229664577101,2579.578817945722,0.2097232207045291,186.96582834216665,934.8291417108333,63.83,,,4490.572352535797,0.0,4.703370476840642,22.12169384241617,44905.72352535797
train_123,65.59,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.3951383896477354,0.6048616103522645,7.179999999999999,359.2728158698778,-0.2097232207045291,180.44838072340949,276.2229664577101,2579.578817945722,0.2097232207045291,176.5041568721998,882.520784360999,63.83,,,4490.352562504134,0.0,4.704096526379401,22.12852412949475,44903.52562504134
train_124,79.18,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.3951383896477354,0.6048616103522645,7.179999999999999,359.2728158698778,-0.2097232207045291,180.44838072340949,276.2229664577101,2579.578817945722,0.2097232207045291,139.48199634052386,697.4099817026193,63.83,,,4505.380255681817,0.0,4.65629798371824,21.681110913178543,45053.80255681818
train_125,148.95,154.0,216.0,7.0,1.0,322.2341346905144,33264.0,1078.0,2255.6389428336006,322.2341346905144,547.7980289738745,4.0,0.16000000000000003,5.37989735354046,0.48999999999999994,5.778376935830349,0.10383483755974456,6.307730484885318,0.48999999999999994,0.4382724663105015,0.5617275336894985,7.179999999999999,358.9816608524041,-0.1234550673789969,141.22634894024208,181.00778575027232,2577.488324920261,0.12345506737899697,275.9441107576991,1931.6087753038937,89.362,,,4521.246995495991,0.0,4.609591376831967,21.248332661363634,18084.987981983963
train_126,85.72,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,2283.356735905598,456.6713471811196,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.25,0.4382724663105015,0.5617275336894985,7.179999999999999,358.9816608524041,-0.1234550673789969,200.14647762240855,256.524869558711,2577.488324920261,0.12345506737899697,275.9441107576991,1379.7205537884954,63.83,,,4521.246995495991,0.0,4.609591376831967,21.248332661363634,45212.4699549599
train_127,24.4,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.4382724663105015,0.5617275336894985,7.179999999999999,358.9816608524041,-0.1234550673789969,200.14647762240855,256.524869558711,2577.488324920261,0.12345506737899697,275.9441107576991,0.0,0.0,,,4521.246995495991,0.0,4.609591376831967,21.248332661363634,45212.4699549599
train_128,15.94,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.9960356922084552,0.0039643077915446,7.18,355.21675907759294,0.9920713844169108,454.8609614013142,1.8103857798052816,2550.4563301771173,0.9920713844169107,121.5095718057916,0.0,0.0,16.58,0.0,3174.124948842505,-18.0,4.892282689809994,23.93442991701451,31741.249488425052
train_129,15.81,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.9960356922084552,0.0039643077915446,7.18,355.21675907759294,0.9920713844169108,454.8609614013142,1.8103857798052816,2550.4563301771173,0.9920713844169107,121.5095718057916,0.0,0.0,16.58,0.0,3155.14078992476,-18.0,4.890098297118649,23.91306135548271,31551.407899247602
train_13,8.14,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0,1.0,7.18,361.94,-1.0,0.0,456.6713471811196,2598.7291999999998,1.0,377.7,0.0,0.0,,,,-19.0,5.350993995554684,28.63313674046228,
train_130,43.24,150.0,216.0,0.0,1.0,216.0,32400.0,0.0,0.0,216.0,216.0,0.0,0.0,5.37989735354046,0.0,5.37989735354046,0.046655999999999996,5.37989735354046,0.0,0.6879145587408656,0.3120854412591343,7.180000000000001,357.2965767284992,0.3758291174817313,148.58954468802696,67.41045531197301,2565.3894209106243,0.3758291174817313,199.2866181192546,0.0,0.0,16.58,0.0,4620.384663477702,-20.0,4.74047777316109,22.47212951783433,0.0
train_131,41.28,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,0.070403109522914,244.41121502634434,212.26013215477528,2572.7906566484853,0.07040310952291401,247.5504912088376,0.0,0.0,17.6,1.0,509.7170494245517,-16.0,5.771274471530307,33.30760902573742,5097.170494245517
train_132,17.37,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0176998573945138,0.982300142605486,6.512035903028269,372.0757394513883,-0.9646002852109722,8.083017721266318,448.5883294598532,2422.9705739532324,0.9646002852109722,149.28620282428054,0.0,0.0,17.31400793909026,0.7196156265590767,,-25.0,5.271245260493482,27.786026596275,
train_133,20.31,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3958595928344982,0.6041404071655017,7.179999999999999,359.26794774836713,-0.2082808143310034,180.77773355429974,275.89361362681973,2579.5438648332756,0.20828081433100348,177.87895256916997,0.0,0.0,17.6,1.0,,-25.0,5.275944855562909,27.83559411894073,
train_134,16.57,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3457998411321882,0.6542001588678117,7.0639419622361,361.38768329920345,-0.3084003177356235,157.91687930485352,298.754467876266,2552.8216206925335,0.3084003177356235,152.0133956497778,0.0,0.0,17.173155810081237,0.5815253040012109,,-25.0,5.3234341387573,28.338951029686672,
train_135,17.9,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0032754122022983,0.9967245877977016,7.0031765946816185,364.6326503081108,-0.9934491755954032,1.4957869029970425,455.1755602781225,2553.5868422944886,0.9934491755954032,152.0133956497778,0.0,0.0,17.31400793909026,0.7196156265590767,,-25.0,5.288626836208142,27.96957381266094,
train_136,16.22,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0046789072201525,0.9953210927798476,7.003425580982792,364.6193540447046,-0.9906421855596952,2.1367228635625093,454.53462431755713,2553.5845114381054,0.9906421855596951,152.0133956497778,0.0,0.0,17.31400793909026,0.7196156265590767,,-25.0,5.271245260493482,27.786026596275,
train_137,5.61,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,-0.353304197483431,147.6637216758084,309.0076255053112,2583.0581439655175,0.353304197483431,259.66490135181226,0.0,0.0,17.6,1.0,3021.0,-21.0,4.8795569170469095,23.81007570670034,30210.0
train_138,16.45,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,-0.353304197483431,147.6637216758084,309.0076255053112,2583.0581439655175,0.353304197483431,259.66490135181226,0.0,0.0,17.6,1.0,3021.0,-21.0,4.758098767159202,22.63950387804192,30210.0
train_139,134.0,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,0.3066758097696744,0.6933241902303254,7.179999999999999,359.8699382840547,-0.386648380460651,140.05005519537795,316.62129198574155,2583.8661568795123,0.38664838046065103,277.0152507002032,1385.0762535010158,155.45999999999998,,,30096.149824759486,-15.0,6.306455223748478,39.77137748914447,300961.49824759486
train_14,76.38,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3880013634814225,0.6119986365185774,7.179999999999999,359.3209907965004,-0.2239972730371549,177.18910536917247,279.4822418119471,2579.9247139188724,0.22399727303715494,224.7751829280584,0.0,0.0,16.58,0.0,,-18.0,5.590091157189263,31.24911914568559,
train_140,122.71,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,0.3066758097696744,0.6933241902303254,7.179999999999999,359.8699382840547,-0.386648380460651,140.05005519537795,316.62129198574155,2583.8661568795123,0.38664838046065103,277.0152507002032,1385.0762535010158,155.45999999999998,,,32457.332791875862,-15.0,6.268793394758735,39.29777062617074,324573.3279187586
train_141,134.08,160.0,168.0,5.0,2.0,456.6713471811196,26880.0,800.0,2283.356735905598,913.3426943622392,685.0070207716794,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,6.530887862034564,0.5,0.3066758097696744,0.6933241902303254,7.179999999999999,359.8699382840547,-0.386648380460651,140.05005519537795,316.62129198574155,2583.8661568795123,0.38664838046065103,277.0152507002032,1385.0762535010158,155.45999999999998,,,38259.65851103552,-15.0,6.853014848832398,46.96381251831733,382596.5851103552
train_142,93.48,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.2796953067409288,0.7203046932590711,7.18,360.0520566794987,-0.4406093865181423,127.72883252961643,328.94251465150313,2585.1737669588006,0.4406093865181423,398.0625797560104,0.0,0.0,16.58,0.0,4719.0,-15.0,5.98362545632556,35.803773601587274,47190.0
train_143,14.85,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,,,,,,,,,,377.7,0.0,0.0,,,,-19.0,6.026272709886044,36.315962773917285,
train_144,17.01,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.5894071146245059,0.4105928853754941,7.179999999999999,357.9615019762846,0.1788142292490118,269.16534107370967,187.50600610740992,2570.1635841897228,0.1788142292490118,274.7907329080571,0.0,0.0,,,,-19.0,5.334587265706332,28.457821295436155,
train_145,112.26,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,,,,,,,,,,377.7,0.0,0.0,,,,-15.0,6.739040597787225,45.4146681786244,
train_146,65.64,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,,,,,,,,,,377.7,0.0,0.0,,,,-15.0,6.72248324315327,45.19178095447651,
train_147,16.13,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,-0.9851353493369028,3.3941300218466606,453.27721715927294,2598.3689923528063,0.9851353493369028,192.4144709004885,0.0,0.0,17.6,1.0,,-19.0,5.928456815944937,35.14660021852398,
train_148,22.21,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.5102576911635113,0.4897423088364887,7.18,358.4957605846463,0.0205153823270225,233.02006723316836,223.65127994795122,2573.9995609977605,0.020515382327022547,163.9963903717917,0.0,0.0,17.6,1.0,,-19.0,5.712303209347365,32.630407955520205,
train_149,17.35,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,,,,,,,,,,377.7,0.0,0.0,,,,-19.0,5.584736312274526,31.189279677637668,
train_15,60.24,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,456.6713471811196,456.6713471811196,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,6.126151343954602,0.0,0.3880013634814225,0.6119986365185774,7.001519372798545,364.6288494489263,-0.2239972730371549,177.18910536917247,279.4822418119471,2552.9559532979015,0.22399727303715494,224.7751829280584,0.0,0.0,16.58,0.0,,-18.0,5.590091157189263,31.24911914568559,
