scenario_id,target_oxidation_acm,temperature_c,time_h,biofuel_pct,catalyst_category,severity_exp,temperature_x_time,temperature_x_biofuel,interaction__biofuel_x_zddp,base_oil__kv40__wm,base_oil__kv100__wm,base_oil__ccs_m35__wm,base_oil__pour_point_c__max,catcount__base_oil__группа_по_api__1,textnum__base_oil__происхождение__origin_is_mineral__wm,family_total_dose__antiwear,antiwear__sulfur_pct__wm,antiwear__chain_length__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_secondary__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_mixed__wm,textnum__antioxidant__тип_ао__ao_type_is_phenol__wm,textnum__antioxidant__тип_ао__ao_type_is_diphenylamine__wm,antioxidant__ionization_ev__wm,antioxidant__bde_xh_kcal__wm,detergent__tbn_astm__wm,severity_x_biofuel,severity_x_catalyst,regime_load,base_oil_visc_ratio,antiwear_severity,antioxidant_balance,nl__temperature_centered,nl__temperature_centered_sq,nl__time_log1p,nl__biofuel_sq,nl__severity_log1p,nl__severity_sq_scaled,nl__zddp_bio_log1p,nl__antiwear_x_biofuel,nl__antiwear_x_temp,nl__sulfur_x_chain,nl__phenol_x_severity,nl__dpa_x_severity,nl__antioxidant_energy,nl__antioxidant_balance_abs,nl__tbn_x_biofuel,nl__baseoil_visc_ratio_sq,nl__ccs_x_temp,nl__regime_load_log1p,nl__catalyst_x_biofuel_sq,family_total_dose__moly,antioxidant__active_no_pct__wm,antioxidant__steric_factor__wm,antioxidant__chemical_potential__wm,antioxidant__homo_ev__wm,antioxidant__lumo_ev__wm,antioxidant__dipole_moment__wm,antioxidant__nitrogen_total_pct__wm,moly__mo_pct__wm,moly__s_mo_ratio__wm,moly__phosphorus_pct__wm,moly__coc_c__wm,moly__category_modtc__wm,moly__category_modtp__wm,moly__category_amine_complex__wm,moly__ligand_dtc__wm,moly__ligand_dtp__wm,moly__ligand_amide__wm,confidence__ao_ionization_exact_share,confidence__ao_bde_exact_share,confidence__ao_active_no_exact_share,confidence__moly_mo_pct_exact_share,confidence__moly_category_exact_share,confidence__detergent_tbn_exact_share,moly__present,interaction__moly_x_diphenylamine,interaction__moly_x_phenol,interaction__moly_x_tbn,interaction__active_no_x_severity,interaction__steric_x_severity
train_108,11.28,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,657.482,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,3196.699430267837,456.6713471811196,776.3412902079033,5.2017722073575765,42893.31295533384,-1.0,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.489937185957795,657.482,939.26,396.55200000000013,0.0,456.6713471811196,2420.47,1.0,2876.2999999999997,27.058434097237715,,6.655879494866398,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,1598.3497151339186,32926.00413175872
train_109,92.78,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.6,4.854308244678515,15779.568,-1.0,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,6.489937185957795,657.482,0.0,396.55200000000013,0.0,168.0,2420.47,1.0,2876.2999999999997,23.56430853435381,,5.6580875153940715,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,588.0,12112.8
train_11,6.53,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.87025387341957,5.208425555433751,,-19.0,0.0,0.0,31.092,15.0,20.0,0.0,0.0,0.0,1.0,7.18,361.94,377.7,0.0,456.6713471811196,456.6713471811196,5.350993995554684,14198.825526555367,-1.0,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,0.0,0.0,310.91999999999996,300.0,0.0,456.6713471811196,2598.7291999999998,1.0,0.0,28.63313674046228,,6.126151343954602,0.0,,4.43,57.70000000000001,-2.7499999999999996,-4.98,-0.22,0.54,,,,,,,,,,,,0.0,0.0,0.0,,,1.0,0.0,,,,2023.0540680123597,26349.936732350605
train_110,107.79,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,4.854308244678515,20288.016,-1.0,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,6.489937185957795,657.482,0.0,396.55200000000013,0.0,216.0,2420.47,1.0,2876.2999999999997,23.56430853435381,,5.908626268798978,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,756.0,15573.599999999999
train_111,8.58,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,657.482,15.82463737139064,3.2599160526606923,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,3196.699430267837,456.6713471811196,776.3412902079033,4.854308244678515,42893.31295533384,-1.0,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.489937185957795,657.482,939.26,396.55200000000013,0.0,456.6713471811196,2420.47,1.0,2876.2999999999997,23.56430853435381,,6.655879494866398,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,1598.3497151339186,32926.00413175872
train_112,88.46,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,19.586834664849427,3.651822799615286,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.6,5.363577517209452,15779.568,-1.0,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,6.489937185957795,657.482,0.0,396.55200000000013,0.0,168.0,2420.47,1.0,2876.2999999999997,28.767963783114713,,5.6580875153940715,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,588.0,12112.8
train_113,103.13,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,19.586834664849427,3.651822799615286,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.363577517209452,20288.016,-1.0,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,6.489937185957795,657.482,0.0,396.55200000000013,0.0,216.0,2420.47,1.0,2876.2999999999997,28.767963783114713,,5.908626268798978,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,756.0,15573.599999999999
train_114,45.59,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.6,5.594828164712447,15779.568,-1.0,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,6.489937185957795,657.482,0.0,396.55200000000013,0.0,168.0,2420.47,1.0,2876.2999999999997,31.302102192659646,,5.6580875153940715,0.48999999999999994,67.927,3.5000000000000004,72.1,-2.56,-5.15,-0.34,1.36,,7.5,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.927,0.0,27911.2043,588.0000000000001,12112.8
train_115,53.59,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.594828164712447,20288.016,-1.0,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,6.489937185957795,657.482,0.0,396.55200000000013,0.0,216.0,2420.47,1.0,2876.2999999999997,31.302102192659646,,5.908626268798978,0.48999999999999994,67.927,3.5000000000000004,72.1,-2.56,-5.15,-0.34,1.36,,7.5,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.927,0.0,27911.2043,756.0000000000001,15573.599999999999
train_116,15.78,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,657.482,21.911657309037945,3.916412919924614,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,3196.699430267837,456.6713471811196,776.3412902079033,5.594828164712447,42893.31295533384,-1.0,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.489937185957795,657.482,939.26,396.55200000000013,0.0,456.6713471811196,2420.47,1.0,2876.2999999999997,31.302102192659646,,6.655879494866398,0.48999999999999994,67.927,3.5000000000000004,72.1,-2.56,-5.15,-0.34,1.36,,7.5,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.927,0.0,27911.2043,1598.3497151339188,32926.00413175872
train_117,91.23,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.6,5.2017722073575765,15779.568,-1.0,0.0,0.0,5.1298987149230735,0.48999999999999994,5.1298987149230735,0.028224000000000003,6.489937185957795,657.482,0.0,396.55200000000013,0.0,168.0,2420.47,1.0,2876.2999999999997,27.058434097237715,,5.6580875153940715,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,588.0,12112.8
train_118,103.98,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.2017722073575765,20288.016,-1.0,0.0,0.0,5.37989735354046,0.48999999999999994,5.37989735354046,0.046655999999999996,6.489937185957795,657.482,0.0,396.55200000000013,0.0,216.0,2420.47,1.0,2876.2999999999997,27.058434097237715,,5.908626268798978,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,756.0,15573.599999999999
train_119,12.88,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,657.482,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,3196.699430267837,456.6713471811196,776.3412902079033,5.2017722073575765,42893.31295533384,-1.0,10.0,1.0,5.1298987149230735,0.48999999999999994,6.126151343954602,0.20854871933621866,6.489937185957795,657.482,939.26,396.55200000000013,0.0,456.6713471811196,2420.47,1.0,2876.2999999999997,27.058434097237715,,6.655879494866398,0.48999999999999994,12.301,3.5,72.1,-2.56,-5.15,-0.34,1.36,,7.500000000000001,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.301,0.0,5054.4809,1598.3497151339186,32926.00413175872
train_12,83.37,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.87025387341957,5.208425555433751,,-19.0,0.0,0.0,31.092,19.0,,0.0,0.0,0.0,1.0,7.18,361.94,377.7,0.0,456.6713471811196,456.6713471811196,5.350993995554684,14198.825526555367,-1.0,10.0,1.0,5.1298987149230735,0.0,6.126151343954602,0.20854871933621866,0.0,0.0,310.91999999999996,,0.0,456.6713471811196,2598.7291999999998,1.0,0.0,28.63313674046228,,6.126151343954602,0.0,,4.43,57.70000000000001,-2.7499999999999996,-4.98,-0.22,0.54,,,,,,,,,,,,0.0,0.0,0.0,,,1.0,0.0,,,,2023.0540680123597,26349.936732350605
train_120,25.27,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,63.83,17.1209433514694,3.665582227911968,4484.605245231608,0.0,0.0,0.0,12.766,16.58,20.0,0.0,0.0,0.6879145587408656,0.3120854412591343,7.180000000000001,357.2965767284992,199.2866181192546,2283.356735905598,456.6713471811196,685.0070207716794,4.670729583175121,5829.866418114173,0.3758291174817313,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,4.171768459186905,63.83,127.66,331.59999999999997,314.1508682856965,142.52047889542303,2565.3894209106243,0.3758291174817313,996.433090596273,21.81571483914724,44846.05245231608,6.530887862034564,0.25,,4.204752079399325,60.933198426082065,-2.75,-5.39274873524452,-0.044581787521079254,1.3104643057897694,,,,,,,,,,,,0.0,0.0,0.0,,,0.3168418841464025,0.0,,,,1920.1897966619038,27826.445813293372
train_121,28.09,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,63.83,16.89056950679697,3.6297018452853615,4489.074103334835,0.0,0.0,0.0,12.766,16.58,20.0,0.0,0.0,0.6879145587408656,0.3120854412591343,7.180000000000001,357.2965767284992,199.2866181192546,2283.356735905598,456.6713471811196,685.0070207716794,4.653431666497958,5829.866418114173,0.3758291174817313,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,4.171768459186905,63.83,127.66,331.59999999999997,314.1508682856965,142.52047889542303,2565.3894209106243,0.3758291174817313,996.433090596273,21.65442627476596,44890.74103334835,6.530887862034564,0.25,,4.204752079399325,60.933198426082065,-2.75,-5.39274873524452,-0.044581787521079254,1.3104643057897694,,,,,,,,,,,,0.0,0.0,0.0,,,0.3168418841464025,0.0,,,,1920.1897966619038,27826.445813293372
train_122,69.1,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,63.83,17.544730621392098,3.7302463643428063,4490.572352535797,0.0,0.0,0.0,12.766,,,,,0.3951383896477354,0.6048616103522645,7.179999999999999,359.2728158698778,186.96582834216665,2283.356735905598,456.6713471811196,685.0070207716794,4.703370476840642,5829.866418114173,-0.2097232207045291,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,4.171768459186905,63.83,127.66,,180.44838072340949,276.2229664577101,2579.578817945722,0.2097232207045291,934.8291417108333,22.12169384241617,44905.72352535797,6.530887862034564,0.25,25.872,4.3006175069465575,59.557150431344354,-2.75,-5.217083033788642,-0.11923971063982745,0.9825549964054636,,7.5,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20047015114736988,1.0,15.648979583033787,10.22302041696621,4837.1799108685345,1963.9687906079923,27198.044121750623
train_123,65.59,160.0,168.0,5.0,1.0,456.6713471811196,26880.0,800.0,63.83,17.554911135882136,3.7318348034396336,4490.352562504134,0.0,0.0,0.0,12.766,,,,,0.3951383896477354,0.6048616103522645,7.179999999999999,359.2728158698778,176.5041568721998,2283.356735905598,456.6713471811196,685.0070207716794,4.704096526379401,5829.866418114173,-0.2097232207045291,10.0,1.0,5.1298987149230735,0.25,6.126151343954602,0.20854871933621866,4.171768459186905,63.83,127.66,,180.44838072340949,276.2229664577101,2579.578817945722,0.2097232207045291,882.520784360999,22.12852412949475,44903.52562504134,6.530887862034564,0.25,25.872,4.3006175069465575,59.557150431344354,-2.75,-5.217083033788642,-0.11923971063982745,0.9825549964054636,,7.5,,0.0,150.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21031482932513612,1.0,15.648979583033787,10.22302041696621,4566.515546597554,1963.9687906079923,27198.044121750623
