scenario_id,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,target_viscosity,target_oxidation
train_21,1.0571515510293577,-2.0405944854140716,-2.4299503076801763,1.1227604386028083,3.9032464954907473,0.7804945562824707,0.029305226961063947,-3.0019176694211693,-18.94,66.79
train_22,4.24168001239948,6.08739812170725,-0.2483123647277679,-3.9292567997348966,1.6742275739686605,-1.3629091879719768,-0.876374903326421,-0.1948706990714957,-9.85,70.21
train_23,4.796764387434067,6.6336872830614375,0.05488710702929176,-4.1962628256939505,1.4191446176679965,-0.5193654814536752,-2.347430675371086,-0.396897608946027,-9.94,65.94
train_24,4.288861221499708,6.178422401814916,0.06165531931919941,-4.114027814682464,1.274971096383121,-0.7933248881497723,-1.0238745347228604,-0.46092981121392756,-19.12,64.96
train_25,4.110275085693806,6.386596525655349,-0.0260702338758924,-4.2454006057345905,1.2549183031911644,-0.8993953763709386,-1.3449240737456367,-0.7682134758494096,-11.39,24.69
train_26,2.96321283313262,1.2241355054340235,-1.59002030989003,0.713314720939714,6.79216929195155,1.255179075196155,-1.193167891323635,1.053501646874507,30.81,98.18
train_27,2.3906827348104764,1.9222699926597937,-1.2880609736082669,1.5066315486699877,6.692406388113076,1.3167636531479465,-1.3482111378952244,-0.19384858651191253,25.67,97.77
train_28,3.986733446322975,10.223501976098776,-0.22375374611144971,1.022873140185421,0.9933553945938252,6.29599719680465,7.189600310327013,0.03482788587120284,69.8,126.22
train_29,3.945173995286629,10.381902304521756,-0.06156505871051011,1.1533927642431872,0.9273431638955599,6.507439798862664,7.87202397699865,0.2252865406620645,53.13,119.83
train_3,6.29020058771616,0.06645001922028541,2.6594968755836397,-0.25834819198065617,-2.5914348719634135,-0.8165999926485492,0.2827720640374862,0.8721048679863009,-20.3,36.33
train_30,4.604774443921813,9.766025329930116,-0.3761788544605965,0.7659418280825038,1.0009650946677553,6.4701528359557345,7.2044025362164525,0.317445171414144,68.02,116.66
train_31,4.604774443921813,9.766025329930116,-0.3761788544605965,0.7659418280825038,1.0009650946677553,6.4701528359557345,7.2044025362164525,0.317445171414144,68.02,116.66
train_32,4.273463210903508,5.889829961296502,-0.2612159462891137,-3.430134293398929,1.5848773773988498,-2.0572998779268037,-0.5005938037359132,-0.7264717184796448,-9.77,60.23
train_33,4.273463210903508,5.889829961296502,-0.2612159462891137,-3.430134293398929,1.5848773773988498,-2.0572998779268037,-0.5005938037359132,-0.7264717184796448,-9.77,60.23
train_34,4.273463210903508,5.889829961296502,-0.2612159462891137,-3.430134293398929,1.5848773773988498,-2.0572998779268037,-0.5005938037359132,-0.7264717184796448,-9.77,60.23
train_35,4.330006949914732,6.889827900970401,-1.1715582563721822,1.9189953654621392,3.817633272621285,-0.6174582939265574,-2.022035420011376,-3.1022439813804508,45.82,106.86
train_36,4.243860310583905,6.111591969772945,-1.824630179889028,0.4320695268611738,1.7893180041785068,0.5789578637218497,-1.1501971092010945,-1.5500664076695054,25.34,103.54
train_37,3.72934249842688,6.417638947455678,-1.3236473119960785,-2.1261683957393496,1.3807602667914125,-0.6297751047401594,-0.9299439315880923,-2.0549821492219458,3.81,89.11
train_38,5.4395244344976055,5.803770395511081,-1.4125811038798273,-0.024356538623346007,1.5611694944394572,1.6241038410420412,-0.7960441461041402,-1.1105930370722188,-0.56,73.21
train_39,4.7642019201292,6.236505051152515,-1.0812581311463587,0.19701659845483763,1.5210654086802904,1.2725455512247008,-1.2843875661057391,-1.4069378668221217,15.83,96.16
train_4,6.159243596928481,-0.24085007696177949,0.29118930184707087,-0.47978902421016933,-1.9184486255583144,-2.310252549083038,1.0780895839028102,0.6799331627821977,-20.6,37.95
train_40,6.716805592446214,3.896062623929149,1.2050428790304701,-0.8152875167949536,0.7102928758965122,0.867075121387758,-1.419769988129446,1.6508287816661562,0.71,72.96
train_41,5.258513943040559,5.623853267370178,0.7176487241448255,-3.785064217934969,0.9739127640627699,0.08396534571457907,-1.310683924271692,0.8546658763306068,-12.6,65.25
train_42,4.579358236906861,6.1433582412681345,-0.424782982201754,-3.7047060246884675,1.7015136786444436,-0.9067488038569425,-1.8035848695599621,0.2723440404230079,-4.77,71.94
train_43,4.551029783831435,5.729789347871362,-0.06748330522868363,-3.726911749446369,1.215970488614191,-0.9112022493094651,-1.2302900074183023,0.566760279039615,-7.86,70.0
train_44,5.857337030955501,0.4330192356121658,2.5529075653775064,-0.8720592285358384,-2.9213034139252145,-0.1457885087497612,0.0625856521898439,1.1461009961546451,4.35,27.49
train_45,6.370574894080067,0.12058746667436543,0.40689212917336987,-0.4173043176820529,-1.4836547049940174,-2.1729423010666338,1.1983820668601466,1.3805083530858375,-25.97,30.58
train_46,5.180599711620748,-0.040558487749183726,2.1492941828822447,-1.4629037529269222,-3.9037597009066234,0.5180114536082535,-0.1790260926080396,0.552829380640365,-23.35,25.82
train_47,3.493379835809701,0.8444643458675872,-1.9237060726316169,1.1479862515354307,-1.2924458647860233,-1.8181196737439391,0.922163978145452,1.3033808791257788,-12.23,57.42
train_48,3.442534169437118,0.5228796841360512,-1.96102162245132,1.0661533189223817,-1.8673985278903233,-1.411961614122609,0.7162362784231739,1.17884827306348,5.59,36.92
train_49,3.4768710030308396,0.5566694014367032,-1.9581297319736986,1.073411111214457,-1.8463167453296585,-1.3802140540243668,0.674181703960909,1.1491121388187882,-19.33,31.16
train_5,6.365424347921459,0.19994699958087864,0.49694883191852324,-0.6138514946452316,-1.4216828978645286,-2.407057771455785,1.1071220487125606,0.7905730835593175,-18.9,34.9
train_50,7.062662006831963,2.415909002480662,2.977630073293917,-1.1528850600674454,-0.5502111733863562,-0.21883061697624173,-1.1483946230203828,0.5706424609845305,-12.44,66.03
train_51,6.348352369985745,2.3051105396052294,3.1620568142449703,-0.9128124542503011,-0.4773118877609662,-1.0885850160303394,-1.0588989870108818,0.36783709659961766,-8.49,86.06
train_52,0.6283179526792908,-2.886697770814209,-0.6404245388915237,-2.877235209463372,2.648819659152396,-1.0078192559470431,0.9923047500095001,-2.021130886803966,-10.35,24.07
train_53,0.4208090850610441,-2.766891683549443,-0.6269622974613578,-2.8217047041446666,2.6559337810789208,-1.1197366085988436,0.8086919442518747,-2.1789552286958562,-10.17,29.96
train_54,-0.1597755490192662,-2.352137614208962,-0.5445345927984813,-2.662630414993122,2.748861537902236,-1.4385295220693006,0.2986873812838056,-2.5494756808062013,-9.59,32.08
train_55,1.9415407783656378,-2.933951418949435,0.3740225041733181,-2.7610409356879315,3.047028901847309,-0.2926010248664902,1.174004013075653,-2.0363720410692663,-9.39,31.54
train_56,3.5472328901512657,-5.4040030674583965,2.7188293135650534,-0.2742090537791089,0.9423994301188192,1.6927826486653863,-0.08827416599280637,-0.058013494299767245,-12.46,31.79
train_57,3.6222574704190897,-5.238191689623658,2.7617651254165203,-0.4405981706120159,0.935627562852327,1.9415673766170563,-0.030952496982450433,0.1328666147060031,-11.27,27.83
train_58,3.554908787243508,-5.388776143958602,2.7268355930143957,-0.2784721962406642,0.9593516355565456,1.7029155484182399,-0.08307210307722242,-0.028325155672719586,-10.34,25.27
train_59,3.560236758121353,-5.378262805129007,2.732278941264302,-0.2815363189543775,0.9709857804905507,1.7100908683487666,-0.07968769487917969,-0.007994723869453706,-11.63,25.33
train_6,6.288342322206089,0.340602731583141,0.7926459243470938,-0.5921102325272631,-0.9992900592438198,-3.0677716873169802,1.5968088144588037,0.8087752989474634,-17.83,32.12
train_60,3.6000255824607192,-5.301055967409057,2.770268852590498,-0.3068706360437415,1.0547708638270812,1.766988798376774,-0.059700196581451155,0.13736934917132745,-11.57,27.21
train_61,3.1403996250301613,-5.051743974024838,1.2886876312345075,-0.11480507731940019,1.4629766036840968,1.5965733568593081,-0.04649470394722346,0.06299175732330144,-11.12,28.47
train_62,3.7084466144886203,-5.099483922412921,2.8558391683505198,-0.39244443953434655,1.262179757337055,1.944382934701082,-0.04090356055083858,0.48988011029983636,-8.33,27.92
train_63,3.552441887554145,-5.373952035596637,2.6945169414301815,-0.3966880664176045,0.7879279480533046,1.8424648371752141,-0.06719420786471338,-0.12362761341022258,-8.37,27.75
train_64,6.238907463948968,-1.188299868013792,3.539915513902254,-0.9635065517268224,-3.9528957641373057,1.9032618014163778,-0.2831810513404182,0.10162477289272163,-9.63,27.94
train_65,3.8362214194268156,-4.843556741472263,2.900084176894008,-0.3612823570660933,1.5720545502551133,1.8855762061589751,-0.024182582249188952,0.5572904165191493,-10.22,27.95
train_66,3.796066020546993,-4.942718909518034,2.8803245263095776,-0.46500127418930015,1.399431867664734,2.014435643003871,-0.08964108915280107,0.5397375075992532,-9.86,25.36
train_67,3.6590685276878476,-5.190259110035979,2.790838822746362,-0.3463127934410777,1.1556408779224587,1.7903584155258232,-0.08401330920292167,0.1592868463609794,-9.08,28.36
train_68,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-27.19,12.61
train_69,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-26.61,11.28
train_7,5.582865537547011,0.3713801114673587,0.6444392901316162,0.596354317280941,-2.7405806084455135,0.38900502002760506,-0.2866213987986465,0.09207630171821152,-18.1,36.52
train_70,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-25.66,10.78
train_71,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-26.04,11.11
train_72,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-25.32,12.53
train_73,2.7477757546595276,-7.478744246315572,2.141163272933953,-0.5881219446400114,-0.13200502255542684,0.07445301201218814,0.2994405913881005,-0.7722063995415406,-27.28,12.93
train_74,2.431887053107207,-7.223175997990946,1.9399732794278874,-1.1231828185903774,0.08208821309565015,-0.025963951716177203,0.357597987618784,-0.9888423854311086,-33.87,12.4
train_75,2.30955308766939,-7.2261675847023,1.9786399495807492,-1.0999979362198373,-0.08597788647262944,-0.010395966596455643,0.3669667882892902,-1.1922905075054036,-27.67,22.0
train_76,2.3718716047422723,-6.793802830249748,1.9245440513634346,-1.071915941976047,0.4293867861917356,-0.01585336404212122,0.22999225623855526,-0.6251041469144821,26.06,17.71
train_77,2.4937436227988297,-6.856031059202908,1.9162203838499599,-1.1566368745902031,0.3153737164629972,0.2064671433987098,0.21141563912279576,-0.7494385573144531,24.83,18.32
train_78,6.404056670790063,3.2721282202774136,3.28085625914297,-0.4776861107851256,-0.675610684245532,0.5583065825115628,-1.750585343672606,0.3437825181508195,-0.74,77.0
train_79,5.9952016697694965,0.36575442118179735,2.5744669083536835,-0.01714074047554574,-2.895604397632242,-0.03541251404568273,0.11012380750205547,0.7975544925291945,-21.6,31.35
train_8,6.243455275209951,0.2148556605697708,3.5764980261199115,0.1365607172220393,-2.2573940111148847,-1.3306895877918052,0.8069102323679036,0.24920914261374177,-19.12,34.19
train_80,3.123624363982986,4.318080155590004,-1.4131812441165426,2.449905866718051,1.1096653087787576,-1.9350211685730878,-0.937642644745709,-0.7377090978476215,4.25,113.05
train_81,-10.93703124054132,1.7104686538664,0.6590615315870322,-2.013151251068259,-0.31039342105982376,-0.3173536732845477,0.8603176488405367,0.9943348456296132,320.67,87.0
train_82,-12.089303193751626,3.6644145759905062,3.868174088643468,0.7138479472075727,1.213674033922217,-1.623431616647313,0.17791159548035163,-0.6123885718997503,566.53,103.1
train_83,-11.050035622721305,1.7559789070539409,0.6961060223168885,-1.9966714353031714,-0.42752289936688237,-0.02237461486884637,0.5885508664549614,0.9594261825642599,251.19,74.26
train_84,-12.202307575931613,3.7099248291780444,3.905218579373325,0.7303277629726606,1.0965445556151592,-1.3284525582316096,-0.09385518690522107,-0.6472972349651033,337.08,87.72
train_85,-11.09144083075711,1.7888589521506284,0.6964627510473294,-2.016183862309765,-0.48680087891323504,0.13965030280708463,0.4192091311783541,0.8921593675888199,226.28,55.42
train_86,-12.243712783967416,3.742804874274732,3.9055753081037663,0.7108153359660672,1.0372665760688065,-1.1664276405556777,-0.26319692218182855,-0.714564049940543,225.24,61.15
train_87,-7.220911324345659,-1.9939438217665648,-1.9490013564535325,-1.4564161560833457,-0.9068552814344135,1.0122403616876843,-1.0108666791062424,0.9384213795087281,28.29,52.1
train_88,-6.99084158489082,7.518464452423207,5.520389999796004,2.496334066012507,-3.1829562344917073,-0.8083074908637903,-1.1339134817314214,-1.343358916950477,399.59,129.68
train_89,-4.43015117007584,-4.142146751483365,-4.507511613034955,-1.1259674543944975,1.2037091623524823,-1.9834535124755979,1.676026795382754,1.6482077698065996,-17.16,20.84
train_9,5.998294263643548,0.42693706146403854,2.797005718879621,0.045447908025624505,-2.8242901155906597,-0.13623034992580957,0.15521944373426894,0.5217542900259765,-19.54,33.87
train_90,-8.288067466648789,-0.12775459152882268,1.2181881885191703,2.581549526494323,2.255675244750111,-1.787903536972069,0.07475258540937366,1.4157265944814637,519.21,134.43
train_91,-4.43015117007584,-4.142146751483365,-4.507511613034955,-1.1259674543944975,1.2037091623524823,-1.9834535124755979,1.676026795382754,1.6482077698065996,-25.0,35.89
train_92,-4.427197293799735,-4.147381251794835,-4.513125881777654,-1.123577972693132,1.2070786293623776,-1.9866714711020101,1.6815714900536138,1.6529117971400353,-20.71,36.07
train_93,-4.427197293799735,-4.147381251794835,-4.513125881777654,-1.123577972693132,1.2070786293623776,-1.9866714711020101,1.6815714900536138,1.6529117971400353,-21.91,89.03
