scenario_id,calcium_total,ca_mg_total,boron_total,antiwear_zinc_total,antiwear_sulfur_total,antiwear_phosphorus_total,ao_dpa_active_total,ao_phenol_active_total,ao_dpa_phenol_product,ao_dpa_phenol_ratio,ao_dpa_phenol_min,ao_dpa_phenol_max,ao_dpa_phenol_imbalance,ao_dpa_phenol_hmean,ao_mo_product,ao_mo_log1p,ao_mo_x_severity,ao_pair_x_severity,zddp_boron_interaction,zddp_boron_log1p,zddp_calcium_interaction,zddp_calcium_x_severity,boron_total_x_severity,dominant_base_oil_share,base_oil_kv100_wmean,base_oil_group1_share,ao_ratio_x_baseoil_share,ao_min_x_baseoil_kv100,antiwear_ca_ratio,synergy_ao_phenol_x_diphenylamine_active_no,synergy_ao_diphenylamine_active_no_x_mo,synergy_zn_x_boron_dispersant,synergy_aw_sulfur_x_ca_ca_mg,ao_k_avg_weighted_active_no,ao_k_avg_arithmetic,ao_ionization_min,ao_homo_max
train_11,118.8568,125.5632,0.0,279.828,466.38,242.5176,424.91674,0.0,0.0,424916740.0,0.0,424.91674,424.91674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113992.5996,52057154.02800995,0.0,0.39592925528027484,5.208425555433751,0.0,168236968.42432216,0.0,0.5240790760236738,0.0,0.0,0.0,453.75,1.1782232734232438e-181,1.1782232734232438e-181,7.18,-4.98
train_12,118.8568,125.5632,0.0,298.48319999999995,590.7479999999999,295.37399999999997,424.91674,0.0,0.0,424916740.0,0.0,424.91674,424.91674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144390.62615999999,65939061.768812604,0.0,0.39592925528027484,5.208425555433751,0.0,168236968.42432216,0.0,0.41374663915282556,0.0,0.0,0.0,574.75,1.1782232734232438e-181,1.1782232734232438e-181,7.18,-4.98
train_13,118.8568,125.5632,0.0,0.0,0.0,0.0,424.91674,0.0,0.0,424916740.0,0.0,424.91674,424.91674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39592925528027484,5.208425555433751,0.0,168236968.42432216,0.0,244420000.00000003,0.0,0.0,0.0,0.0,1.1782232734232438e-181,1.1782232734232438e-181,7.18,-4.98
train_14,1538.553566,1573.9069399999998,0.18567999999999998,881.96514,1557.29308,763.6183800000001,119.30433,70.047179494622,8356.931817995615,1.7031996028613858,70.047179494622,119.30433,49.25715050537799,88.26897488486058,0.0,0.0,0.0,3816371.3116248203,163.76328719519998,5.104509820784245,4847013.207767098,2213492051.3956804,84.79473574459028,0.3096247740365934,4.715751773073609,0.0,0.5273527921751722,330.32511090056903,1.9986350315005348,18.17435897629,0.0,4.14678,781.2496,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_15,1538.553566,1573.9069399999998,0.18567999999999998,881.96514,1557.29308,763.6183800000001,119.30433,160.49560000000002,19147.820025948004,0.7433495326765995,119.30433,160.49560000000002,41.19127000000003,136.8679400738092,0.0,0.0,0.0,8744260.766831296,163.76328719519998,5.104509820784245,4847013.207767098,2213492051.3956804,84.79473574459028,0.3096247740365934,4.715751773073609,0.0,0.23015943108519943,562.6096057328589,1.9986350315005348,41.642,0.0,4.14678,781.2496,5.22346286084358e-181,5.893208792423991e-182,6.72,-4.98
train_16,1538.553566,1573.9069399999998,0.18567999999999998,881.96514,1557.29308,763.6183800000001,119.30433,243.1968,29014.431282143996,0.4905670202462902,119.30433,243.1968,123.89247,160.07912186173874,0.0,0.0,0.0,13250059.421310717,163.76328719519998,5.104509820784245,4847013.207767098,2213492051.3956804,84.79473574459028,0.29261680243456156,4.700604476348923,0.0,0.14354815284432026,560.8024676458091,1.9986350315005348,41.642,0.0,4.14678,781.2496,5.22346286084358e-181,5.893208792423991e-182,6.72,-4.98
train_17,125.3208,125.5632,0.0,228.5262,466.38,229.14803999999998,424.91674,0.0,0.0,424916740.0,0.0,424.91674,424.91674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117007.27992,53433872.15106476,0.0,0.39592925528027484,5.157663889497917,0.0,168236968.42432216,0.0,0.5379390185300849,0.0,0.0,0.0,465.75,1.1782232734232438e-181,1.1782232734232438e-181,7.18,-4.98
train_18,0.0,1105.7069000000001,0.0,250.97184,463.12812,228.63959999999997,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,512083.9578680281,233854070.90943205,0.0,0.24424008919996024,4.644689621672941,0.24424008919996024,0.22904066424489897,305.100557656037,2.387475192852736,18.17435897629,0.0,0.0,381.1496,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_19,0.0031092,1105.7069000000001,0.0,269.132352,536.337,251.53428,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,593033.1892043004,270821265.43704367,0.0,0.27951509332842334,4.504003406314834,0.09964128479882685,0.26212045226532543,295.85915591414505,2.0615956145826306,18.17435897629,0.0,0.0,377.431725,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_20,1299.11208188,1644.4516199999998,0.0,824.907405,1360.485,730.036251,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4004674.2629522113,1828819990.6839435,0.0,0.4247181397484257,3.6803042003829436,0.2371799888351515,0.0,0.0,2.163613490568721,0.0,0.0,0.0,588.3777,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_21,428.5295598799999,526.5246599999999,0.0,824.907405,1360.485,730.036251,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299336.9403334416,593369950.9842668,0.0,0.7866858171246626,5.200363691423825,0.7866858171246626,0.0,0.0,0.7019954054458554,0.0,0.0,0.0,588.3777,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_22,958.80976257,1126.5381000000002,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419345.724395174,1561517218.4375453,0.0,0.43464961196544016,6.986270703275039,0.9489284507772261,0.0,0.0,1.2717859075342142,0.0,0.0,0.0,710.7570260000001,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_23,430.81111391,597.7461000000001,0.0,1022.5097999999999,1639.7004,865.9091999999999,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,1686525.6750711126,770187952.0902722,0.0,0.8632041388479436,8.613972369143617,0.8936770812258543,0.8094856581010091,565.8349615432006,0.6272836264983019,18.17435897629,0.0,0.0,475.974136,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_24,972.0935064,1154.7885,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487449.2766468828,1592618159.392153,0.0,0.3381289334920905,6.558155536655894,0.9624562000340194,0.0,0.0,1.297116232393969,0.0,0.0,0.0,833.9686260000001,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_25,738.70721409,896.1415800000001,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680662.2216088907,1224181628.079665,0.0,0.4606936671359131,7.083117087598653,0.9458682611233464,0.0,0.0,0.9970411625763821,0.0,0.0,0.0,876.6886259999999,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_26,937.98640719,1105.7069000000001,0.0,838.96575,1539.16203,725.592,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,63006.654207199994,11.051011493346088,28773333.658176977,2101264.4836349497,0.0,0.0,3145575.1393919745,1436494036.565571,0.0,0.3324449069452999,6.521923885573513,0.9609375553054276,0.3117563646533319,428.41239707250827,1.327796077364385,18.17435897629,44.3,0.0,668.7916031,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_27,938.18398562,1105.7069000000001,0.0,824.907405,1360.485,730.036251,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,63006.654207199994,11.051011493346088,28773333.658176977,2101264.4836349497,0.0,0.0,2780682.8915227256,1269858202.155174,0.0,0.3324449069452999,6.513593100714281,0.9609375553054276,0.3117563646533319,427.8651641434436,1.5023251885303217,18.17435897629,44.3,0.0,591.2061000000001,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_28,1206.953947642,1606.58574,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3827778.541941626,1748036783.459464,0.0,0.40106247642670384,6.620525229020567,0.9294495195842152,0.0,0.0,2.068041680410999,0.0,0.0,0.0,588.37704,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_29,1206.955103572,1606.58574,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3827780.114567052,1748037501.632436,0.0,0.3525990213276706,6.373374624278052,0.9433929359144023,0.0,0.0,2.0680425300565295,0.0,0.0,0.0,588.37704,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_30,740.751382782,917.47864,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255997.072544569,1030249222.3555903,0.0,0.457717141502207,6.797176230255718,0.9194834567540947,0.0,0.0,1.2188521163872794,0.0,0.0,0.0,588.37704,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_31,740.751382782,917.47864,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255997.072544569,1030249222.3555903,0.0,0.457717141502207,6.797176230255718,0.9194834567540947,0.0,0.0,1.2188521163872794,0.0,0.0,0.0,588.37704,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_32,740.6791503699999,917.47864,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718881.992132805,1241635502.1737742,0.0,0.40106247642670384,6.514530343227193,0.9294495195842152,0.0,0.0,1.0112565620882592,0.0,0.0,0.0,698.198414,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_33,740.6791503699999,917.47864,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718881.992132805,1241635502.1737742,0.0,0.40106247642670384,6.514530343227193,0.9294495195842152,0.0,0.0,1.0112565620882592,0.0,0.0,0.0,698.198414,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_34,740.6791503699999,917.47864,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718881.992132805,1241635502.1737742,0.0,0.40106247642670384,6.514530343227193,0.9294495195842152,0.0,0.0,1.0112565620882592,0.0,0.0,0.0,698.198414,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_35,309.9591386899999,915.9400400000001,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667817.4441200646,761644439.0584816,0.0,0.457717141502207,6.69315972713676,0.9194834567540947,0.0,0.0,0.9010751149692389,0.0,0.0,0.0,419.78445,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_36,740.7666054299999,917.47864,0.0,824.907405,1360.485,730.036251,0.0,206.89641027839298,0.0,0.0,0.0,206.89641027839298,206.89641027839298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256017.7827288336,1030258680.1033388,0.0,0.4708005643273099,6.734411118448699,0.9171819655400132,0.0,0.0,1.2188633055205582,0.0,0.0,0.0,588.3844499999999,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_37,740.67539585,917.47864,0.0,885.3195,1439.9775,751.77492,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387704.5031581935,1090396232.1276782,0.0,0.48404817566681335,6.776180188104223,0.914851592096228,0.0,0.0,1.1515138498334079,0.0,0.0,0.0,1323.8312625,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_38,459.26961251999995,400.66934,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169934.045819172,534275356.81729895,0.0,0.42091070950405646,6.859279822612241,0.9481554209905716,0.0,0.0,0.6320826410345702,0.0,0.0,0.0,426.23445,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_39,972.9601726399999,891.5837,0.0,824.907405,1360.485,730.036251,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536683.97056863,1158430886.2123277,0.0,0.3637389627524612,6.640693465949457,0.9551974018065563,0.0,0.0,1.3704993963693097,0.0,0.0,0.0,640.07445,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_40,742.5042022399998,917.47864,0.0,244.032894,424.57842,231.80333399999998,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,704792.8923853684,321858719.64930403,0.0,0.49018925688839415,6.326985805733371,0.9451512862311637,0.45968404847540273,415.6072966864458,3.909720231024176,18.17435897629,0.0,0.0,627.0000864,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_41,937.9736874499999,1105.7069000000001,0.0,1022.5097999999999,1639.7004,865.9091999999999,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,3351023.876714,1530316588.2150803,0.0,0.48944631988763765,7.029387428233495,0.9456126949708006,0.4589873455520507,461.7466825612988,1.2463743902261812,18.17435897629,0.0,0.0,701.500136,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_42,430.81176211999997,719.0049,0.0,1022.5097999999999,1639.7004,865.9091999999999,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,1885354.8408048288,860987535.0647864,0.0,0.7144748173901949,8.055038754744665,0.9119964275461707,0.6700119840986767,529.1197079232176,0.7012358241900558,18.17435897629,0.0,0.0,545.394136,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_43,1000.31939354,1160.6493300000002,0.0,1022.5097999999999,1639.7004,865.9091999999999,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,3543341.2803760273,1618142436.0317936,0.0,0.5864203995078147,7.655901510589837,0.9277691965337592,0.5499265835923661,502.90116466368556,1.3179046136855828,18.17435897629,0.0,0.0,781.423026,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_44,1146.7857114,1105.7069000000001,0.0,241.93259999999998,467.91360000000003,223.3224,0.0,70.047179494622,0.0,0.0,0.0,70.047179494622,70.047179494622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053971.9267735751,481318779.6907689,0.0,0.23916780558640127,4.874827640514222,0.3185594089006577,0.0,0.0,4.813907111454108,0.0,0.0,0.0,786.31168,1.3346516368041031e-177,1.6335413221988328e-178,6.01,-4.64
train_45,1146.3060889620003,1105.7069000000001,0.0,265.087144,458.436,230.6072,65.68803999999999,70.047179494622,4601.261928529909,0.9377685088273225,65.68803999999999,70.047179494622,4.3591394946220134,67.7976128179793,0.0,0.0,0.0,2101264.4836349497,0.0,0.0,1032403.8266077834,471469246.33191943,0.0,0.2845573383131979,4.028045974821194,0.22905471499167906,0.26684891082583956,264.59444511589356,4.912382500609938,18.17435897629,0.0,0.0,736.8837465,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_46,1144.50477309,1105.7069000000001,0.0,241.93259999999998,467.91360000000003,223.3224,51.897999999999996,70.047179494622,3635.3085214118923,0.7409006277416771,51.897999999999996,70.047179494622,18.149179494622004,59.62201271879248,0.0,0.0,0.0,1660141.2398921729,0.0,0.0,1052904.6447175653,480831382.5564286,0.0,0.23916780558640127,4.640267975356624,0.19364749722388314,0.1771995772945641,240.82062738505803,4.8090324117122645,14.3589743605,0.0,0.0,785.3614560000001,1.3346516395738746e-177,1.6266066861389904e-178,6.5,-5.15
train_47,0.06949291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49408906155838495,4.976981882524907,0.49408906155838495,0.0,0.0,69492.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_48,0.12953251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3740941193602408,4.873284654030046,0.3740941193602408,0.0,0.0,129532.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_49,0.11503171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3974042314018904,4.893428786527167,0.3974042314018904,0.0,0.0,115031.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_50,750.3137300000001,721.49594,0.0,293.50847999999996,541.62264,267.39119999999997,75.63782,231.20820515277097,17488.084603868363,0.3271415892134134,75.63782,231.20820515277097,155.57038515277097,113.98605926318572,0.0,0.0,0.0,7986307.155665961,0.0,0.0,797165.439042929,364042614.973963,0.0,0.39488353317071495,5.054152824062941,0.39488353317071495,0.12918282659567534,382.2851015589644,2.7174079489782628,18.17435897629,0.0,0.0,762.6476000000001,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_51,962.9301200000001,954.50424,0.0,583.97728,1077.63604,532.0132,175.30839,256.83282054010897,45024.94826804543,0.6825778300014608,175.30839,256.83282054010897,81.52443054010897,208.38071986594974,0.0,0.0,0.0,20561603.782328524,0.0,0.0,2066296.370670335,943618347.2694799,0.0,0.3199753626869982,4.937649955283972,0.3199753626869982,0.21840808871682163,865.6114640444052,1.7792968006347514,18.17435897629,0.0,0.0,762.6476000000001,1.3351735897142296e-177,1.6271957938188857e-178,7.18,-4.98
train_52,384.1726714299999,526.5246599999999,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493270.7786247032,681933978.1807426,0.0,0.46035066637535504,3.1335365960235966,0.2483122132401136,0.0,0.0,0.5554047134919252,0.0,0.0,0.0,672.844094,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_53,1196.09096063,1644.4516199999998,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4657638.805676043,2127010188.0711393,0.0,0.45184585526950666,3.155640822191008,0.24372473542562428,0.0,0.0,1.732354629478437,0.0,0.0,0.0,672.844094,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_54,612.82987643,848.1628599999999,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395590.3743213653,1093997483.5354605,0.0,0.49142007521646597,3.052786391067315,0.26507098918398875,0.0,0.0,0.8910120016674924,0.0,0.0,0.0,672.844094,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
train_55,932.9923828299999,612.8840799999999,0.0,1022.5097999999999,1639.7004,865.9091999999999,0.0,110.486153857893,0.0,0.0,0.0,110.486153857893,110.486153857893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534774.254452936,1157558773.5810401,0.0,0.5741720997091022,2.8377117183401794,0.3097072629047531,0.0,0.0,0.9427798284901436,0.0,0.0,0.0,485.0540940000001,4.0792412284025166e-182,4.0792412284025166e-182,7.2,-5.73
