scenario_id,"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",detergent_share,zdp_share,weighted_zdp_zinc,weighted_zdp_phosphorus,weighted_zdp_sulfur,detergent_weighted_ca,detergent_weighted_tbn,zdp_detergent_interaction,zdp_tbn_interaction,zdp_ca_interaction,zdp_present
train_108,160,168,7,1,11.68,11.28,0.06047321280961596,0.18268387322642446,1.6167522780538564,1.6017722004492898,2.921115132890527,0.9530578338795476,24.848443143471197,0.01104748074250647,4.539409837095908,0.17410829650190196,True
train_109,150,168,7,1,178.68,92.78,0.0541553596248907,0.1635982345338828,1.447844375624863,1.4344293203930847,2.6159357701967862,0.8534884676882775,22.25243726986759,0.008859721225179636,3.6404594514263127,0.13962920650883107,True
train_11,160,168,0,1,-15.32,6.53,0.032682250059661286,0.0,0.0,0.0,0.0,0.48075589837761756,12.344085847534068,0.0,0.0,0.0,False
train_110,150,216,7,1,775.51,107.79,0.0541553596248907,0.1635982345338828,1.447844375624863,1.4344293203930847,2.6159357701967862,0.8534884676882775,22.25243726986759,0.008859721225179636,3.6404594514263127,0.13962920650883107,True
train_111,160,168,7,1,12.98,8.58,0.0541553596248907,0.1635982345338828,1.447844375624863,1.4344293203930847,2.6159357701967862,0.8534884676882775,22.25243726986759,0.008859721225179636,3.6404594514263127,0.13962920650883107,True
train_112,150,168,7,1,65.88,88.46,0.05174471144484774,0.1563158937079882,1.3833956593156955,1.3705777560316408,2.4994911403907314,0.8154966523708004,21.261901932687934,0.008088520814163341,3.323573202539716,0.12747508803121424,True
train_113,150,216,7,1,176.84,103.13,0.05174471144484774,0.1563158937079882,1.3833956593156955,1.3705777560316408,2.4994911403907314,0.8154966523708004,21.261901932687934,0.008088520814163341,3.323573202539716,0.12747508803121424,True
train_114,150,168,7,1,63.8,45.59,0.05907477637008945,0.17845932861626854,1.5793650582539764,1.5647313933074427,2.853564664574134,0.9310184755926096,24.273825610469753,0.010542444929162368,4.331890621392817,0.1661489320835989,True
train_115,150,216,7,1,177.56,53.59,0.05907477637008945,0.17845932861626854,1.5793650582539764,1.5647313933074427,2.853564664574134,0.9310184755926096,24.273825610469753,0.010542444929162368,4.331890621392817,0.1661489320835989,True
train_116,160,168,7,1,12.8,15.78,0.05907477637008945,0.17845932861626854,1.5793650582539764,1.5647313933074427,2.853564664574134,0.9310184755926096,24.273825610469753,0.010542444929162368,4.331890621392817,0.1661489320835989,True
train_117,150,168,7,1,482.89,91.23,0.06047321280961596,0.18268387322642446,1.6167522780538564,1.6017722004492898,2.921115132890527,0.9530578338795476,24.848443143471197,0.01104748074250647,4.539409837095908,0.17410829650190196,True
train_118,150,216,7,1,754.93,103.98,0.06047321280961596,0.18268387322642446,1.6167522780538564,1.6017722004492898,2.921115132890527,0.9530578338795476,24.848443143471197,0.01104748074250647,4.539409837095908,0.17410829650190196,True
train_119,160,168,7,1,11.5,12.88,0.06047321280961596,0.18268387322642446,1.6167522780538564,1.6017722004492898,2.921115132890527,0.9530578338795476,24.848443143471197,0.01104748074250647,4.539409837095908,0.17410829650190196,True
train_12,160,168,0,1,-31.67,83.37,0.032682250059661286,0.0,0.0,0.0,0.0,0.48075589837761756,12.344085847534068,0.0,0.0,0.0,False
train_120,160,168,5,1,78.94,25.27,0.246695480831753,0.01575114037219873,0.1479032080949461,0.1280567712259757,0.2611539073710549,0.791795859495781,24.629306547593345,0.0038857351477680027,0.38793966470105606,0.01247168772904379,True
train_121,160,168,5,1,47.13,28.09,0.27645088946222995,0.01765097905830105,0.16574269335744685,0.14350245974398754,0.29265323278663136,0.887299065601469,27.599993639785083,0.004879628860546519,0.48716690974508864,0.01566169722538162,True
train_122,160,168,5,1,12.58,69.1,0.2545211939534629,0.015556246077732488,0.1400062146995924,0.11978309479854016,0.0,0.0,8.536298841750597,0.003959394325138347,0.1327927653753351,0.0,True
train_123,160,168,5,1,5.77,65.59,0.22873805281062692,0.014666937808553148,0.13200244027697833,0.11293542112585923,0.0,0.0,8.048301859045282,0.0033548867950230106,0.11804394283107983,0.0,True
train_124,160,168,5,1,9.99,79.18,0.09317962921973427,0.01909237202457511,0.171831348221176,0.14701126458922834,0.0,0.0,6.738348508324311,0.001779020146175136,0.1286510565521685,0.0,True
train_125,154,216,7,1,64.3,148.95,0.131860307469223,0.02075262821648668,0.18677365394838014,0.15979523726694744,0.0,0.0,0.11476954438828839,0.002736447937420407,0.002381769685265714,0.0,True
train_126,160,168,5,1,37.1,85.72,0.131860307469223,0.02075262821648668,0.18677365394838014,0.15979523726694744,0.0,0.0,0.11476954438828839,0.002736447937420407,0.002381769685265714,0.0,True
train_127,160,168,0,1,30.3,24.4,0.131860307469223,0.02075262821648668,0.18677365394838014,0.15979523726694744,0.0,0.0,0.11476954438828839,0.002736447937420407,0.002381769685265714,0.0,True
train_128,160,168,0,1,-23.02,15.94,0.21348585415363933,0.01709365087229037,0.16050938169080659,0.13897138159172073,0.2834127314625743,0.5140378695467624,22.16757240967453,0.0036492526570750116,0.37892474345719296,0.0087867838771683,True
train_129,160,168,0,1,-23.13,15.81,0.2120892057812157,0.016981822293463875,0.1594593113356258,0.13806221524586132,0.281558613625631,0.5106749762219901,22.022549667772978,0.0036016612029384962,0.3739830249071026,0.008672191695920727,True
train_13,160,168,0,1,-31.73,8.14,0.032682250059661286,0.0,0.0,0.0,0.0,0.48075589837761756,12.344085847534068,0.0,0.0,0.0,False
train_130,150,216,0,1,15.22,43.24,0.2397883493818262,0.015310130278822826,0.14376212331814633,0.12447135916682958,0.25384196002288245,0.7696266731588207,23.939720109806952,0.0036711908683796438,0.3665202337196991,0.011783084632118539,True
train_131,160,168,0,1,0.2,41.28,0.18561127206760486,0.04161286232819785,0.37867704718660045,0.349548043556862,0.7323863769762823,1.793382653324756,45.94816157423277,0.007723816311110916,1.912034521822339,0.07462778545458125,True
train_132,160,168,0,1,14.15,17.37,0.17860594377345754,0.03304766677234284,0.3103175909922993,0.2686775308591473,0.5479303150854442,0.3372716525367395,8.756965934773937,0.005902509713385026,0.2893972921491668,0.011146041184791566,True
train_133,160,168,0,1,16.5,20.31,0.0015741638032544126,0.0,0.0,0.0,0.0,0.0,0.07676926211849472,0.0,0.0,0.0,False
train_134,160,168,0,1,-18.6,16.57,0.15370711411227067,0.07299374465060914,0.6854112622692198,0.5934391440094523,1.2102362863070992,0.0,7.706627413964195,0.011219657838493125,0.5625355935722867,0.0,True
train_135,160,168,0,1,16.21,17.9,0.16864888484384674,0.031205300507333587,0.2930177717638624,0.2536990931246221,0.5173838824115908,0.0,8.45578375977278,0.005262739131778935,0.26386527324874065,0.0,True
train_136,160,168,0,1,15.76,16.22,0.16464140351207968,0.03046379154715807,0.2860550026278143,0.24767062527839512,0.5050896638518807,0.0,8.254855093128326,0.005015601396623534,0.2514741848090574,0.0,True
train_137,160,168,0,1,-27.13,5.61,0.0859449734927267,0.1399408137948911,1.273461405533509,1.1755028358770852,2.4629583227900835,0.8761258030870636,22.316893063673,0.012027209532152519,3.12304417670396,0.12260575787070618,True
train_138,160,168,0,1,-26.8,16.45,0.12505668781515056,0.059687217964087984,0.5431536834732006,0.5013726308983391,1.0504950361679486,1.2748318673078562,32.47283250490546,0.0074642857834897975,1.9382130316316135,0.0760911675315693,True
train_139,160,168,5,2,2.68,134.0,0.10657887035411179,0.036396839332748024,0.3275715539947322,0.2802556628621598,0.0,0.906180895522388,29.52397249048873,0.003879134020544388,1.0745792832007908,0.03298212046073408,True
train_14,160,168,0,1,-30.7,76.38,0.22920006591297948,0.14464818947209557,1.3582464991429775,1.1759897804081372,2.3982669814473443,2.3659348447117923,48.91475465125412,0.03315337456119745,7.075430698775674,0.3422281916965043,True
train_140,160,168,5,2,20.06,122.71,0.09519910828931244,0.03251063402637489,0.292595706237374,0.25033188200308665,0.0,0.8094251038307589,26.371604849199677,0.003094983369231069,0.8573575939405041,0.0263149233224023,True
train_141,160,168,5,2,2.72,134.08,0.11533063263687791,0.03938557888896489,0.354470210000684,0.3032689574450297,0.0,0.9805922657728525,31.948344113317773,0.0045423637300339844,1.2583040274468742,0.03862119404150551,True
train_142,160,168,0,1,48.9,93.48,0.05820010724434034,0.1395156774292254,1.3100522110604267,1.1342624574996027,2.313169931776557,0.9278738735259473,23.148479937732926,0.008119827388647713,3.2295758599696427,0.12945295203385196,True
train_143,160,168,0,1,7.1,14.85,0.03950004743110273,0.0,0.0,0.0,0.0,0.5810456977115213,14.919167914727502,0.0,0.0,0.0,False
train_144,160,168,0,1,4.7,17.01,0.10863968753472203,0.0,0.0,0.0,0.0,1.204972017107248,28.88855204207886,0.0,0.0,0.0,False
train_145,160,168,0,1,3.74,112.26,0.18432161231180585,0.0,0.0,0.0,0.0,2.7113709171066644,69.61827297016907,0.0,0.0,0.0,False
train_146,160,168,0,1,13.93,65.64,0.05712607613718914,0.0,0.0,0.0,0.0,0.8403245799780523,21.576518957016336,0.0,0.0,0.0,False
train_147,160,168,0,1,10.1,16.13,0.13610020923459232,0.0,0.0,0.0,0.0,0.997974106564801,26.18764974931986,0.0,0.0,0.0,False
train_148,160,168,0,1,11.04,22.21,0.14031014467642727,0.0,0.0,0.0,0.0,0.9069049054038747,22.327665784791318,0.0,0.0,0.0,False
train_149,160,168,0,1,12.45,17.35,0.05340168043713128,0.0,0.0,0.0,0.0,0.7855387192302012,20.169814701104485,0.0,0.0,0.0,False
train_15,160,168,0,1,-29.38,60.24,0.22920006591297948,0.14464818947209557,1.3582464991429775,1.1759897804081372,2.3982669814473443,2.3659348447117923,48.91475465125412,0.03315337456119745,7.075430698775674,0.3422281916965043,True
train_150,160,168,0,1,11.1,17.0,0.10511604346186154,0.0,0.0,0.0,0.0,1.1658896835476482,27.95157424430989,0.0,0.0,0.0,False
train_151,160,168,0,1,-17.02,19.11,0.028400357872037808,0.0,0.0,0.0,0.0,0.4177692642976762,10.72681516826868,0.0,0.0,0.0,False
train_152,160,168,5,1,16.58,38.8,0.22689655620406185,0.041982935297690385,0.39421976244531276,0.3413212639702229,0.6960770672357065,0.0,11.376228291548523,0.009525783438383898,0.4776074562958365,0.0,True
train_153,150,168,7,2,10.77,45.93,0.22689655620406185,0.041982935297690385,0.39421976244531276,0.3413212639702229,0.6960770672357065,0.0,11.376228291548523,0.009525783438383898,0.4776074562958365,0.0,True
train_154,150,216,7,2,29.31,75.09,0.22689655620406185,0.041982935297690385,0.39421976244531276,0.3413212639702229,0.6960770672357065,0.0,11.376228291548523,0.009525783438383898,0.4776074562958365,0.0,True
train_155,160,168,5,2,36.3,61.83,0.22689655620406185,0.041982935297690385,0.39421976244531276,0.3413212639702229,0.6960770672357065,0.0,11.376228291548523,0.009525783438383898,0.4776074562958365,0.0,True
train_156,150,168,7,1,32.46,45.2,0.21931346351490236,0.03542583076396026,0.33264855087358686,0.288012004110997,0.5873602740664611,0.5370550174717369,13.944167728674202,0.007769361642736904,0.49398372610028846,0.019025620159889473,True
train_157,150,216,7,1,79.9,52.89,0.21931346351490236,0.03542583076396026,0.33264855087358686,0.288012004110997,0.5873602740664611,0.5370550174717369,13.944167728674202,0.007769361642736904,0.49398372610028846,0.019025620159889473,True
train_158,150,168,7,1,36.63,47.24,0.21931346351490236,0.03542583076396026,0.33264855087358686,0.288012004110997,0.5873602740664611,0.4595779486125386,12.895798150051387,0.007769361642736904,0.45684436282991225,0.016280930630395818,True
train_159,150,216,7,1,95.96,57.58,0.21931346351490236,0.03542583076396026,0.33264855087358686,0.288012004110997,0.5873602740664611,0.4595779486125386,12.895798150051387,0.007769361642736904,0.45684436282991225,0.016280930630395818,True
train_16,160,168,0,1,-31.38,68.26,0.22037607667830028,0.13907936879295052,1.3059552729658055,1.130715268286688,2.3059359345871195,2.2748485550262756,47.03158211925531,0.030649765641484868,6.541122754479847,0.31638450113260996,True
train_160,160,168,5,1,48.52,45.28,0.21931346351490236,0.03542583076396026,0.33264855087358686,0.288012004110997,0.5873602740664611,0.4595779486125386,12.895798150051387,0.007769361642736904,0.45684436282991225,0.016280930630395818,True
train_161,160,168,5,2,35.0,42.16,0.20526031245133558,0.0,0.0,0.0,0.0,0.0,10.291421838685318,0.0,0.0,0.0,False
train_162,160,168,0,1,30.02,70.33,0.2376152307867397,0.0,0.0,0.0,0.0,3.744816037199018,97.63609833027134,0.0,0.0,0.0,False
train_163,160,168,0,1,-2.51,76.57,0.20203151221589105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_164,160,168,0,1,4.36,127.51,0.14848749006866085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_165,150,216,7,2,141.4,50.69,0.025493483952578472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_166,160,168,5,2,67.5,47.54,0.025493483952578472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_167,160,168,0,1,-37.0,41.93,0.032682250059661286,0.0,0.0,0.0,0.0,0.5069016984253465,10.726314469580833,0.0,0.0,0.0,False
train_17,160,168,0,1,-35.6,76.37,0.032682250059661286,0.0,0.0,0.0,0.0,0.5069016984253465,10.726314469580833,0.0,0.0,0.0,False
train_18,160,168,0,1,-18.1,39.15,0.1699176239473733,0.03809444660171916,0.35961157592022885,0.32761224077478474,0.6636052598019478,0.0,0.0,0.006472917852154209,0.0,0.0,True
train_19,160,168,0,1,-17.2,39.27,0.1840776017832639,0.04826361508323347,0.46815706630736464,0.3904526460233588,0.8533007146715678,0.0,0.0,0.00888425051791218,0.0,0.0,True
train_2,160,168,0,1,20.5,112.37,0.14514484092424307,0.11920621287381451,1.084180506087343,0.959490807421333,1.7880931931072177,1.263292030295568,45.77177731195906,0.017302166804751263,5.456280229862226,0.15059225868520681,True
train_20,160,168,0,1,-17.51,97.66,0.23958593627829516,0.1462200805750849,1.3298716328303972,1.1769254285488582,2.1933012086262735,2.0941909652082646,69.51333454781707,0.03503227490726948,10.164245378624644,0.30621277167236727,True
train_21,160,168,0,1,-18.94,66.79,0.097296522824835,0.16876775849011666,1.5349427634676112,1.358411688086949,2.5315163773517497,0.7972097153245419,25.725176445194528,0.016420516066029876,4.341580365418228,0.13454329670186693,True
train_22,160,168,0,1,-9.85,70.21,0.21753885834521144,0.1689863351439405,1.8757483200977396,1.5884715503530409,3.0079567655621413,1.7588733510541696,54.14931547307846,0.0367610944231541,9.1504943723486,0.29722556157698565,True
train_23,160,168,0,1,-9.94,65.94,0.22020338377396512,0.2285908551746728,2.537358492438868,2.1487540386419246,4.068917222109176,1.0690502305313885,38.73398067407478,0.05033647980924736,8.854233766606004,0.2443751064218512,True
train_24,160,168,0,1,-19.12,64.96,0.15578418475113562,0.1541790939856797,1.7113879432410446,1.4492834834653892,2.7443878729450986,1.6268706588069104,49.25970703327676,0.024018664462227828,7.594817000390625,0.25082944420673525,True
train_25,160,168,0,1,-11.39,24.69,0.13632232404172467,0.19202611545164222,2.1314898815132284,1.805045485245437,3.4180648550392316,1.539722106412961,50.73861868272061,0.026177446335072404,9.74313984902496,0.29566685496950096,True
train_26,160,168,0,1,30.81,98.18,0.17426259669417604,0.13328366368060943,1.2328738890456372,1.0662693094448754,2.261823772659942,1.3783587265759094,43.341758070583815,0.02322635732989624,5.7767483060060325,0.1837127009441766,True
train_27,160,168,0,1,25.67,97.77,0.17426259669417604,0.13328366368060943,1.2122149211751427,1.072800208965225,1.9992549552091414,1.3783587265759094,43.341758070583815,0.02322635732989624,5.7767483060060325,0.1837127009441766,True
train_28,160,168,0,1,69.8,126.22,0.20797572412662527,0.15488164316378703,1.408648544574643,1.2466423458253217,2.3232246474568052,2.0608844368700927,71.7707763976216,0.03221162189091019,11.115975779604376,0.31919316795311586,True
train_29,160,168,0,1,53.13,119.83,0.2233512871156396,0.16633198175646308,1.5127893740750318,1.3388061211577713,2.494979726346946,2.2132448077991667,77.07676149711438,0.03715046221380111,12.820330487185284,0.3681333949934376,True
train_3,160,168,0,1,-20.3,36.33,0.18033135896714544,0.04042913951596347,0.36790516959526753,0.33960477193409316,0.7115528554809571,1.7394432743557964,44.465636143827126,0.007290641670786013,1.7977074073248547,0.07032419481903482,True
train_30,160,168,0,1,68.02,116.66,0.1965616742766802,0.20054836320217576,1.8239873633237886,1.6142137754143127,3.0082254480326363,1.6376956893787795,53.24762578633735,0.039420122044467425,10.678724195851922,0.32843718992817306,True
train_31,160,168,0,1,68.02,116.66,0.1965616742766802,0.20054836320217576,1.8239873633237886,1.6142137754143127,3.0082254480326363,1.6376956893787795,53.24762578633735,0.039420122044467425,10.678724195851922,0.32843718992817306,True
train_32,160,168,0,1,-9.77,60.23,0.1879265003086446,0.19473782122290903,2.16158981557429,1.830535519495345,3.466333217767781,1.5657498879577876,50.908398092322784,0.036596397220151795,9.913790526447437,0.3049107217609135,True
train_33,160,168,0,1,-9.77,60.23,0.1879265003086446,0.19473782122290903,2.16158981557429,1.830535519495345,3.466333217767781,1.5657498879577876,50.908398092322784,0.036596397220151795,9.913790526447437,0.3049107217609135,True
train_34,160,168,0,1,-9.77,60.23,0.1879265003086446,0.19473782122290903,2.16158981557429,1.830535519495345,3.466333217767781,1.5657498879577876,50.908398092322784,0.036596397220151795,9.913790526447437,0.3049107217609135,True
train_35,160,168,0,1,45.82,106.86,0.1965616742766802,0.20054836320217576,1.8239873633237886,1.6142137754143127,3.0082254480326363,0.6851180506572618,52.75432665199943,0.039420122044467425,10.579793861891401,0.1373993036595792,True
train_36,160,168,0,1,25.34,103.54,0.18450694578489552,0.18824913917098898,1.712125920760145,1.5152173211872901,2.823737087564835,1.5372591370331858,49.982056981795466,0.03473327371507492,9.409079200818317,0.2893877092292346,True
train_37,160,168,0,1,3.81,89.11,0.20229751133281143,0.1941870414535127,2.014690555080194,1.710787835205447,3.276906324528027,1.6854850443299532,54.80143685484899,0.03928355521912711,10.64172889024462,0.32729935417257633,True
train_38,160,168,0,1,-0.56,73.21,0.12872660179150672,0.17994226705948874,1.6365749189060501,1.4483553075618247,2.699134005892331,0.9109257189338253,24.62823974049936,0.023163356557227763,4.431661292590049,0.16391403898774717,True
train_39,160,168,0,1,15.83,96.16,0.16136135780890953,0.16094081323029696,1.463756696329551,1.29541260569066,2.4141121984544545,1.7262439868335835,53.08787731454783,0.02596962814971083,8.544006147673562,0.277823111074907,True
train_4,160,168,0,1,-20.6,37.95,0.19853607166953793,0.0,0.0,0.0,0.0,1.915042600247448,48.95450671943773,0.0,0.0,0.0,False
train_40,160,168,0,1,0.71,72.96,0.19654863636866138,0.05878152050145373,0.5395555766828438,0.5125160772521751,0.9387408824082161,1.6416011585615264,53.46709928474303,0.011553427698237242,3.1428773927593845,0.09649581215719456,True
train_41,160,168,0,1,-12.6,65.25,0.21308079047519796,0.1655232639625103,1.8373082299838643,1.555918681247597,2.9463140985326834,1.6853976274244151,52.99643323043309,0.03526982792716654,8.77214260667253,0.27897251636596004,True
train_42,160,168,0,1,-4.77,71.94,0.16176535569680017,0.21423438383020882,2.378001660515318,2.013803208003963,3.813372032177717,1.0019093600504203,36.30132306325541,0.03465570130277854,7.776991578677872,0.21464343440412062,True
train_43,160,168,0,1,-7.86,70.0,0.22334404553433784,0.19696337966734445,2.1862935143075233,1.851455768873038,3.5059481580787315,2.138827409550323,67.28103448644512,0.043990598037020455,13.251899939965385,0.4212706751101831,True
train_44,160,168,0,1,4.35,27.49,0.16773886008017405,0.03760598165106469,0.3422144330246887,0.31589024586894343,0.6618652770587387,1.620698778717951,41.52383720765756,0.006307984494345533,1.5615446601129674,0.06094796853437022,True
train_45,160,168,0,1,-25.97,30.58,0.18288752074324033,0.0,0.0,0.0,0.0,1.7670656720192968,45.27389559595561,0.0,0.0,0.0,False
train_46,160,168,0,1,-23.35,25.82,0.16773886008017405,0.03760598165106469,0.3422144330246887,0.31589024586894343,0.6618652770587387,1.6179783354692332,41.36061061273449,0.006307984494345533,1.5554063637793247,0.06084566359547618,True
train_47,160,168,0,1,-12.23,57.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_48,160,168,0,1,5.59,36.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_49,160,168,0,1,-19.33,31.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
train_5,160,168,0,1,-18.9,34.9,0.17571245893720525,0.0,0.0,0.0,0.0,1.694890210274108,43.32671982171672,0.0,0.0,0.0,False
train_50,160,168,0,1,-12.44,66.03,0.1815830405645923,0.060150434123164065,0.5678200981226688,0.5172937334592109,1.0478205624255181,1.451553344528191,35.76076428118181,0.010922298719364336,2.151025496089225,0.08731156382630142,True
train_51,160,168,0,1,-8.49,86.06,0.1325014231147401,0.08652257892167764,0.8167731450206369,0.7440941787264277,1.5072233248156246,1.346791201444514,32.025378576493644,0.011464364838679703,2.7709183453812756,0.11652784801800402,True
train_52,160,168,0,1,-10.35,24.07,0.09138190467369098,0.16098832057853593,1.786970358421749,1.5132902134382378,2.8655921062979397,0.6713712441214045,23.25391897630736,0.014711419364685374,3.7436093628650693,0.10808292907582717,True
train_53,160,168,0,1,-10.17,29.96,0.22115918347909813,0.13708586505707818,1.5216531021335677,1.2886071315365348,2.440128398015992,1.779949849175488,62.37064048704339,0.03031779798254924,8.550133205330367,0.24400596483243758,True
train_54,160,168,0,1,-9.59,32.08,0.10651248466440982,0.16191219429885154,1.797225356717252,1.5219746264092044,2.8820370585195576,1.0771299508909582,38.6743690876686,0.017245670112237366,6.261851962108096,0.17440047389376923,True
train_55,160,168,0,1,-9.39,31.54,0.1788503725235841,0.15640896773273383,1.7361395418333454,1.470244296687698,2.7840796256426623,1.5841380510598413,42.37618769483629,0.02797380214502869,6.628015773797921,0.24777339731241457,True
train_56,160,168,0,1,-12.46,31.79,0.11032984271416604,0.05265837025651793,0.48350915569534764,0.47071317172301375,0.8641238559094592,0.902852338292297,28.881554121102766,0.0058097897079859425,1.5208555704926907,0.04754273271675876,True
train_57,160,168,0,1,-11.27,27.83,0.10502149582360477,0.059344544793010615,0.5449016102894235,0.5304808859047219,0.9738439800533042,1.1150722554319925,35.13323794515105,0.006232452863132891,2.0849660129595167,0.06617345540992725,True
train_58,160,168,0,1,-10.34,25.27,0.10621870340072231,0.0506962003592554,0.4654925116986831,0.453173335011384,0.8319246478953811,0.8692100194882707,27.80536213478561,0.005384884669503341,1.4096262098467447,0.04406564530224966,True
train_59,160,168,0,1,-11.63,25.33,0.11533356937137272,0.05504655539750669,0.5054374716599065,0.4920611586983123,0.9033139740730848,0.9437988873084002,30.19140283204237,0.0063487157155934495,1.6619327285224608,0.05195287773432703,True
train_6,160,168,0,1,-17.83,32.12,0.16669079725108132,0.0,0.0,0.0,0.0,1.6078689132943589,41.10218201395263,0.0,0.0,0.0,False
train_60,160,168,0,1,-11.57,27.21,0.10785143248805856,0.05147547141316491,0.4726477785156802,0.4601392389622811,0.8447124858900361,0.8825709854611706,28.23276919293911,0.005551703329907944,1.45329510350562,0.04543075753219527,True
train_61,160,168,0,1,-11.12,28.47,0.11533356937137272,0.05504655539750669,0.5052723319937139,0.4799509165108608,0.8790934896981819,0.9437988873084002,30.19140283204237,0.0063487157155934495,1.6619327285224608,0.05195287773432703,True
train_62,160,168,0,1,-8.33,27.92,0.10643688747150531,0.05080033553520349,0.46644868088423846,0.454104199349184,0.8336335061326893,0.8709954656888503,27.862477189911782,0.005407029596875166,1.415423190089472,0.04424686190663441,True
train_63,160,168,0,1,-8.37,27.75,0.08969658840687467,0.050684892333209414,0.46538868140352885,0.453072252566559,0.8317390831879665,0.9523590990115054,30.006538743839783,0.004546261926058642,1.5208781855237963,0.04827021839595048,True
train_64,160,168,0,1,-9.63,27.94,0.0945028434153558,0.04510443952822378,0.41414896374815074,0.40318858494279236,0.7401638526581522,0.9563819236145984,24.781601270375546,0.004262497786073116,1.1177602359122074,0.04313707063956099,True
train_65,160,168,0,1,-10.22,27.95,0.09768514459077915,0.04662329235571611,0.42809507041018535,0.41676561036774634,0.7650882275573014,0.9885872542658225,25.616100170106797,0.004554403055066296,1.1943069272441984,0.0460911925747701,True
train_66,160,168,0,1,-9.86,25.36,0.09768514459077915,0.04662329235571611,0.42809507041018535,0.41676561036774634,0.7650882275573014,0.9885872542658225,25.616100170106797,0.004554403055066296,1.1943069272441984,0.0460911925747701,True
train_67,160,168,0,1,-9.08,28.36,0.10135650275212663,0.04837556293499522,0.4441844188691261,0.4324291570759222,0.7938429877632716,1.0257419096574623,26.578845107583128,0.0049031778777565175,1.2857665942413774,0.049620842305696744,True
train_68,160,168,0,1,-27.19,12.61,0.14243070913528103,0.0,0.0,0.0,0.0,1.6913702367722474,42.700086025157745,0.0,0.0,0.0,False
train_69,160,168,0,1,-26.61,11.28,0.14243070913528103,0.0,0.0,0.0,0.0,1.6913702367722474,42.700086025157745,0.0,0.0,0.0,False
