scenario_id,ao_dpa_phenol_ratio,ao_dpa_phenol_min,ao_dpa_phenol_imbalance,ao_ratio_x_baseoil_share,ao_pair_x_biofuel,ao_mo_x_severity,ao_mo_x_biofuel,zddp_sulfur_calcium_interaction,zddp_sulfur_camg_interaction,zddp_zinc_tbn_interaction,zddp_zinc_boron_log1p,active_no_coverage_share,mo_coverage_share,zddp_calcium_coverage_share,zddp_phosphorus_total,synergy_ao_phenol_x_diphenylamine_active_no,synergy_ao_diphenylamine_active_no_x_mo,ao_k_avg_weighted_active_no,ao_ionization_min,ao_homo_max
train_11,424916740.0,0.0,424.91674,168236968.42432216,0.0,0.0,0.0,55432.434384,58560.165215999994,105691.03559999999,0.0,1.0,0.0,0.03268225005966128,242.5176,0.0,0.0,1.1782232734232438e-181,7.18,-4.98
train_12,424916740.0,0.0,424.91674,168236968.42432216,0.0,0.0,0.0,70214.4168864,74176.20927359999,112737.10463999998,0.0,1.0,0.0,0.03268225005966128,295.37399999999997,0.0,0.0,1.1782232734232438e-181,7.18,-4.98
train_13,424916740.0,0.0,424.91674,168236968.42432216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03268225005966128,0.0,0.0,0.0,1.1782232734232438e-181,7.18,-4.98
train_14,1.7031996028613858,70.047179494622,49.25715050537799,0.5273527921751722,0.0,0.0,0.0,2395978.821541123,2451034.3862259747,302938.08387058025,5.104509820784245,1.0,0.0,0.3744981450424352,763.6183800000001,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_15,0.7433495326765995,119.30433,41.19127000000003,0.23015943108519943,0.0,0.0,0.0,2395978.821541123,2451034.3862259747,302938.08387058025,5.104509820784245,1.0,0.0,0.3744981450424352,763.6183800000001,41.642,0.0,5.22346286084358e-181,6.72,-4.98
train_16,0.4905670202462902,119.30433,123.89247,0.14354815284432026,0.0,0.0,0.0,2395978.821541123,2451034.3862259747,302938.08387058025,5.104509820784245,1.0,0.0,0.36008031498161663,763.6183800000001,41.642,0.0,5.22346286084358e-181,6.72,-4.98
train_17,424916740.0,0.0,424.91674,168236968.42432216,0.0,0.0,0.0,58447.114704,58560.165215999994,75002.29883999999,0.0,1.0,0.0,0.03268225005966128,229.14803999999998,0.0,0.0,1.1782232734232438e-181,7.18,-4.98
train_18,0.9377685088273225,65.68803999999999,4.3591394946220134,0.22904066424489897,0.0,0.0,0.0,0.0,512083.9578680281,61388.78930535902,0.0,1.0,0.0,0.0,228.63959999999997,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_19,0.9377685088273225,65.68803999999999,4.3591394946220134,0.26212045226532543,0.0,0.0,0.0,1.6675790004,593031.5216253,65830.92849055784,0.0,1.0,0.0,0.04826361508323347,251.53428,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_20,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,1767422.5007165116,2237251.7622356997,239338.19031902595,0.0,1.0,0.0,0.6620747358900904,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_21,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,583008.0382733417,716328.9020600999,218105.31279495943,0.0,1.0,1.0,0.37359304378892444,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_22,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1572160.751209934,1847184.9731852403,254520.99066664584,0.0,1.0,0.0,0.6139444270171209,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_23,0.9377685088273225,65.68803999999999,4.3591394946220134,0.8094856581010091,0.0,0.0,0.0,706401.1558026726,980124.5192684401,414934.47683999996,0.0,1.0,0.0,0.3530232119548764,865.9091999999999,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_24,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1593942.1112814825,1893507.1653654,323322.50714100327,0.0,1.0,0.0,0.7040825207456727,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_25,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1211258.5144262586,1469403.707182632,380574.0197450388,0.0,1.0,0.0,0.6314423533924239,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_26,0.9377685088273225,65.68803999999999,4.3591394946220134,0.3117563646533319,0.0,28773333.658176977,0.0,1443713.062602967,1701862.076789007,208663.54143580343,0.0,1.0,1.0,0.5894332957137147,725.592,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_27,0.9377685088273225,65.68803999999999,4.3591394946220134,0.3117563646533319,0.0,28773333.658176977,0.0,1276385.2396762257,1504297.6518465,205167.01722796026,0.0,1.0,1.0,0.7721573675671863,730.036251,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_28,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1642042.7414577263,2185735.8004838997,284669.0168365563,0.0,1.0,0.0,0.6299790642791521,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_29,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1642044.3140831522,2185735.8004838997,284669.0168365563,0.0,1.0,0.0,0.7472147796856345,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_30,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1007781.1450041691,1248215.9275404,223463.50564754911,0.0,1.0,0.0,0.700180208068457,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_31,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1007781.1450041691,1248215.9275404,223463.50564754911,0.0,1.0,0.0,0.700180208068457,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_32,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1214491.8991333488,1504390.092999456,276993.05774443166,0.0,1.0,0.0,0.5186138052917748,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_33,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1214491.8991333488,1504390.092999456,276993.05774443166,0.0,1.0,0.0,0.5186138052917748,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_34,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1214491.8991333488,1504390.092999456,276993.05774443166,0.0,1.0,0.0,0.5186138052917748,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_35,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,421694.7588006645,1246122.6853194,221393.28463273088,0.0,1.0,0.0,0.6151286331826071,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_36,0.0,0.0,206.89641027839298,0.0,0.0,0.0,0.0,1007801.8551884333,1248215.9275404,223463.50564754911,0.0,1.0,0.0,0.6493338563686819,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_37,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1066555.9048275934,1321148.5983306,239828.85580731978,0.0,1.0,0.0,0.5943376904731563,751.77492,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_38,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,624829.4187892721,545104.6270299,157822.99114023248,0.0,1.0,0.0,0.7309863206658136,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_39,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,1323697.7204741302,1212986.2500945,271394.48816712934,0.0,1.0,0.0,0.7593934930929546,730.036251,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_40,0.9377685088273225,65.68803999999999,4.3591394946220134,0.45968404847540273,0.0,0.0,0.0,315251.2610304196,389541.6313549488,66384.23554243273,0.0,1.0,0.0,0.700200095072797,231.80333399999998,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_41,0.9377685088273225,65.68803999999999,4.3591394946220134,0.4589873455520507,0.0,0.0,0.0,1537995.8305012397,1813028.0462127603,254313.7381005304,0.0,1.0,0.0,0.5776908895541267,865.9091999999999,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_42,0.9377685088273225,65.68803999999999,4.3591394946220134,0.6700119840986767,0.0,0.0,0.0,706402.2186728688,1178952.62213196,279735.4812431042,0.0,1.0,0.0,0.38110221936942285,865.9091999999999,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_43,0.9377685088273225,65.68803999999999,4.3591394946220134,0.5499265835923661,0.0,0.0,0.0,1640224.1097152953,1903117.1706607323,308024.8544434608,0.0,1.0,0.0,0.5500298273860306,865.9091999999999,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_44,0.0,0.0,70.047179494622,0.0,0.0,0.0,0.0,536596.6306497351,517375.2961238401,59890.533969431206,0.0,0.535201554761457,0.0,0.6480150276818274,223.3224,0.0,0.0,1.3346516368041031e-177,6.01,-4.64
train_45,0.9377685088273225,65.68803999999999,4.3591394946220134,0.26684891082583956,0.0,0.0,0.0,525507.9781993836,506895.8484084,65622.45271034786,0.0,1.0,0.0,0.5669258672062479,230.6072,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_46,0.7409006277416771,51.897999999999996,18.149179494622004,0.1771995772945641,0.0,0.0,0.0,535529.3485937251,517375.2961238401,59655.109485921486,0.0,1.0,0.0,0.6480150276818274,223.3224,14.3589743605,0.0,1.3346516395738746e-177,6.5,-5.15
train_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618782207165214,0.0,0.0,0.0,0.0,0.0,0.0
train_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724075615444027,0.0,0.0,0.0,0.0,0.0,0.0
train_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7740983933739147,0.0,0.0,0.0,0.0,0.0,0.0
train_50,0.3271415892134134,75.63782,155.57038515277097,0.12918282659567534,0.0,0.0,0.0,406386.9032708473,390778.53577208164,57803.23721407407,0.0,1.0,0.0,0.18158304056459226,267.39119999999997,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_51,0.6825778300014608,175.30839,81.52443054010897,0.21840808871682163,0.0,0.0,0.0,1037688.201313525,1028608.1693568097,141146.35928004998,0.0,1.0,0.0,0.1325014231147401,532.0132,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_52,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,629928.0830128394,863342.6956118639,259164.07965225645,0.0,1.0,1.0,0.26404615145324306,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_53,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,1961230.826581395,2696407.979094648,287519.65127457626,0.0,1.0,1.0,0.3733155945253753,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_54,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,1004857.3935142215,1390732.9808071437,370978.62665422657,0.0,1.0,1.0,0.25982268718208307,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_55,0.0,0.0,110.486153857893,0.0,0.0,0.0,0.0,1529827.983323304,1004946.2711296319,239306.48512164538,0.0,1.0,1.0,0.28498054184013755,865.9091999999999,0.0,0.0,4.0792412284025166e-182,7.2,-5.73
train_56,2.2596633064216416,110.486153857893,139.17535614210698,0.9383551430765101,0.0,80757870.98516408,0.0,198869.09038325,239153.30440396917,63902.49996684425,0.0,1.0,1.0,0.3453910556432557,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_57,2.2596633064216416,110.486153857893,139.17535614210698,1.136852592382581,0.0,66173295.00760847,0.0,217941.01043863327,206870.23979695074,81663.92814041594,0.0,1.0,1.0,0.2908275557261928,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_58,2.2596633064216416,110.486153857893,139.17535614210698,0.964711964908706,0.0,109359236.91488266,0.0,198869.01780869416,239153.30440396917,63902.49996684425,0.0,1.0,1.0,0.3219473778550699,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_59,2.2596633064216416,110.486153857893,139.17535614210698,0.982463827618431,0.0,66173295.00760847,0.0,198868.9711227716,239153.30440396917,63902.49996684425,0.0,1.0,1.0,0.3421889008288248,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_60,2.2596633064216416,110.486153857893,139.17535614210698,1.10235804615874,0.0,66173295.00760847,0.0,198868.69518239988,239153.30440396917,63902.49996684425,0.0,1.0,1.0,0.27916914337272186,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_61,2.2596633064216416,110.486153857893,139.17535614210698,0.982463827618431,0.0,66173295.00760847,0.0,193548.00135989132,232740.90623591637,63881.62134563966,0.0,1.0,1.0,0.3972354562263315,231.80333399999998,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_62,2.2596633064216416,110.486153857893,139.17535614210698,1.3435486890808568,0.0,109359236.91488266,0.0,198868.28926224206,239153.30440396917,63902.49996684425,0.0,1.0,1.0,0.21624632411248454,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_63,2.2596633064216416,110.486153857893,139.17535614210698,0.9236734330914249,0.0,109359236.91488266,0.0,217941.51647110446,206870.23979695074,81663.92814041594,0.0,1.0,1.0,0.3220986206830812,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_64,2.2596633064216416,110.486153857893,139.17535614210698,0.8667699031882503,0.0,0.0,0.0,250883.98484995237,239153.30440396917,64013.972366200345,0.0,1.0,0.0,0.49507152648651576,237.652254,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_65,2.2596633064216416,110.486153857893,139.17535614210698,1.2818563725661292,0.0,109359236.91488266,0.0,245989.90783123972,239153.30440396917,64013.972366200345,0.0,1.0,1.0,0.3098591796292724,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_66,2.2596633064216416,110.486153857893,139.17535614210698,1.2818563725661292,0.0,109359236.91488266,0.0,245993.30973900468,239153.30440396917,64013.972366200345,0.0,1.0,1.0,0.3098591796292724,237.652254,18.17435897629,44.3,1.3351735897142296e-177,7.18,-4.98
train_67,2.2596633064216416,110.486153857893,139.17535614210698,1.0248987360269206,0.0,32505749.953728836,0.0,246012.81076429514,239153.30440396917,64013.972366200345,0.0,1.0,1.0,0.38928262748487474,237.652254,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_68,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428750.2573934026,412481.51350560004,72131.78724104207,8.099423278831912,1.0,1.0,0.36482789430351004,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_69,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428777.89929573983,412481.51350560004,72131.78724104207,8.099423278831912,1.0,1.0,0.36482789430351004,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_70,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428748.80255643744,412481.51350560004,72131.78724104207,8.409497213390242,1.0,1.0,0.3074310229609638,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_71,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428748.80255643744,412481.51350560004,72131.78724104207,8.409497213390242,1.0,1.0,0.3074310229609638,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_72,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428748.80255643744,412481.51350560004,72131.78724104207,8.409497213390242,1.0,1.0,0.3074310229609638,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_73,144.20606138816754,1.731282051466,247.930227948534,110.71563134003524,0.0,32505749.953728836,0.0,428748.80255643744,412481.51350560004,72131.78724104207,8.409497213390242,1.0,1.0,0.3074310229609638,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_74,144.20606138816754,1.731282051466,247.930227948534,108.13180018961329,0.0,32505749.953728836,0.0,693210.4581657024,715745.2922484481,66009.515355,8.099423278831912,1.0,1.0,0.28819380153246965,220.13207999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_75,144.20606138816754,1.731282051466,247.930227948534,108.13180018961329,0.0,32505749.953728836,0.0,729499.5065986337,708425.1699413618,73108.09699199999,8.141601953682246,1.0,1.0,0.27518439386303734,228.63959999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_76,144.20606138816754,1.731282051466,247.930227948534,50.77220190204567,0.0,32505749.953728836,0.0,729513.655811079,708425.1699413618,73108.09699199999,8.141601953682246,1.0,1.0,0.25897519850424944,228.63959999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_77,144.20606138816754,1.731282051466,247.930227948534,50.77220190204567,0.0,32505749.953728836,0.0,714328.4910623359,707130.0599414689,71414.03707199998,8.141601953682246,1.0,1.0,0.25897519850424944,228.63959999999997,18.17435897629,33.224999999999994,1.3351735897142296e-177,7.18,-4.98
train_78,1.6362251726720052,70.047179494622,44.56578050537799,0.44749193225113987,0.0,0.0,0.0,446745.269822715,572705.7187804596,76421.35799057133,0.0,1.0,0.0,0.6649163591694632,237.652254,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_79,0.9377685088273225,65.68803999999999,4.3591394946220134,0.3089244358157056,0.0,0.0,0.0,170279.77449522022,164582.01739568202,20447.260071997298,0.0,1.0,0.0,0.6987612939624489,79.75926,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_80,0.48499811924087993,75.63782,80.31705181144198,0.11730823761654911,0.0,0.0,0.0,1496919.2690772302,1424556.7371382758,357488.4318419979,0.0,1.0,0.0,0.5821354479445323,763.6183800000001,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_81,59759000.00000001,0.0,59.75900000000001,22302929.51139806,0.0,7222274.340120001,300928.097505,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.19727733357318802,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_82,59759000.00000001,0.0,59.75900000000001,22302929.51139806,0.0,9285781.294440001,300928.097505,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.19727733357318802,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_83,153898500.0,0.0,153.89849999999998,48449355.323934,0.0,18261672.959249996,760903.0399687499,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.1772251668866305,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_84,153898500.0,0.0,153.89849999999998,48449355.323934,0.0,23479293.804749995,760903.0399687499,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.1772251668866305,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_85,197249500.00000003,0.0,197.2495,74623079.26757833,0.0,16882194.15099,703424.7562912501,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.19484620276049525,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_86,197249500.00000003,0.0,197.2495,74623079.26757833,0.0,21705678.194130003,703424.7562912501,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,1.0,0.19484620276049525,823.543168,0.0,26.25,2.850279821827576e-191,6.5,-5.15
train_87,133049000.00000001,0.0,133.049,57794112.9699781,0.0,5605534.892554581,85923.37682250001,0.0,0.0,347347.7406,0.0,1.0,1.0,0.24315708603604042,723.2302000000001,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_88,0.8531249944390231,133.049,22.905871811441983,0.46178199720187607,145247.4781774838,0.0,0.0,735948.6077447289,725661.3038652432,341558.61159,0.0,1.0,0.0,0.2492687507850835,823.543168,14.3589743605,0.0,7.709072937476433e-182,6.5,-5.15
train_89,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,49640373.76239119,0.0,0.0,0.0,347347.7406,0.0,1.0,1.0,0.2193544748764028,723.2302000000001,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_90,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,35026990.38110171,760903.0399687499,0.0,0.0,347347.7406,0.0,1.0,1.0,0.2193544748764028,723.2302000000001,0.0,26.25,1.808247899038273e-189,6.5,-5.15
train_91,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,49640373.76239119,0.0,0.0,0.0,347347.7406,0.0,1.0,1.0,0.2193544748764028,723.2302000000001,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_92,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,49640373.76239119,0.0,0.0,0.0,338133.60000000003,0.0,1.0,1.0,0.19939961912253581,723.2302000000001,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_93,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,49640373.76239119,0.0,0.0,0.0,338133.60000000003,8.972737754248444,1.0,1.0,0.28194382827696823,723.2302000000001,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_94,153898500.0,0.0,153.89849999999998,47995301.131646566,0.0,49640373.76239119,0.0,501887.1914052656,489173.3893820592,361092.87143999996,0.0,1.0,1.0,0.2193544748764028,823.543168,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_95,0.48499811924087993,75.63782,80.31705181144198,0.10256802296391614,0.0,0.0,0.0,744622.3707105301,1180883.4759907303,218866.89499185188,10.266878655363696,1.0,0.0,0.5620646145579459,763.6183800000001,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_96,2.780861822339237,70.047179494622,124.74435050537797,0.7941106432492149,0.0,0.0,0.0,1488234.315850707,2301717.0767535674,227836.46849014767,10.266878655363696,1.0,0.0,0.6289192918286086,763.6183800000001,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_97,2.780861822339237,70.047179494622,124.74435050537797,0.8501539721932243,0.0,0.0,0.0,335908.85255406296,322141.5219453536,351727.980239484,8.657863034951303,1.0,0.0,0.6860808220722534,763.6183800000001,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_98,0.962150004619405,75.63782,2.975513341685982,0.32178060347263404,0.0,0.0,0.0,493261.29137900786,473009.98118652805,100335.73712679137,7.393744174975486,1.0,0.0,0.6413631009490657,229.65126,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_99,1.7031996028613858,70.047179494622,49.25715050537799,0.41473174331739615,0.0,0.0,0.0,791627.6759832283,832139.522963605,116908.79732038567,4.004280593088111,1.0,0.0,0.21659281225253157,241.89909,18.17435897629,0.0,1.3351735897142296e-177,7.18,-4.98
train_100,1.7031996028613858,70.047179494622,49.25715050537799,0.7897110981271069,58498.522725969306,0.0,0.0,7047.8290818,6964.538209499999,1088.8762418245522,0.40077439054053965,1.0,0.0,0.3783621947670462,2.3009999999999997,18.17435897629,0.0,7.711577421629541e-182,7.18,-4.98
train_101,1.7031996028613858,70.047179494622,49.25715050537799,0.7897110981271069,58498.522725969306,0.0,0.0,7047.8290818,6964.538209499999,1088.8762418245522,0.40077439054053965,1.0,0.0,0.3783621947670462,2.3009999999999997,18.17435897629,0.0,7.711577421629541e-182,7.18,-4.98
train_102,168402020.0,0.0,168.40202,75777717.16677612,0.0,2610106.6925052004,108754.44552105002,490695.2059387855,485857.2455401392,341558.61159,0.0,1.0,1.0,0.28402465465139354,823.543168,0.0,33.224999999999994,5.653485618705642e-186,7.18,-4.98
train_103,168402020.0,0.0,168.40202,75777717.16677612,0.0,7095005.592576226,108754.44552105002,490695.2059387855,485857.2455401392,341558.61159,0.0,1.0,1.0,0.28402465465139354,823.543168,0.0,33.224999999999994,1.1782232734232438e-181,7.18,-4.98
train_104,133049000.00000001,0.0,133.049,42037183.48503479,0.0,5605534.892554581,85923.37682250001,1855060.7964801788,2096724.3695484998,164649.06188112797,0.0,1.0,1.0,0.2751241282205406,823.543168,0.0,26.25,7.913632884542341e-187,6.5,-5.15
train_105,133049000.00000001,0.0,133.049,44302708.175464526,0.0,5605534.892554581,85923.37682250001,451274.6000855242,444961.17194747407,341558.61159,0.0,1.0,1.0,0.20133676880421378,823.543168,0.0,26.25,7.913632884542341e-187,6.5,-5.15
